BindingDB Reactant_set_id,Ligand SMILES,Ligand InChI,Ligand InChI Key,BindingDB MonomerID,BindingDB Ligand Name,Target Name,Target Source Organism According to Curator or DataSource,IC50 (nM)
1255660,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N(C)[C@@H]1CN(C[C@H]1C)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C50H67N9O7S/c1-12-42(60)57-25-30(5)40(26-57)55(9)49(64)56(10)44(29(3)4)46(61)53-37-23-41-52-38(27-67-41)32-18-19-39-34(22-32)35(45(58(39)13-2)33-16-14-20-51-43(33)31(6)65-11)24-50(7,8)28-66-48(63)36-17-15-21-59(54-36)47(37)62/h12,14,16,18-20,22,27,29-31,36-37,40,44,54H,1,13,15,17,21,23-26,28H2,2-11H3,(H,53,61)/t30-,31+,36+,37+,40-,44+/m1/s1",BJRRWXPJNYJZCW-PATYVZOXSA-N,591908,"US11566007, Example A588",GTPase NRas,Homo sapiens, 5500
1255661,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(CF)cc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,"InChI=1S/C55H69F4N7O7/c1-33(2)43(30-72-39-28-64(29-39)47(67)17-18-54(6,7)63(8)9)50(68)61-45-24-35-21-36(27-56)23-38(22-35)37-15-16-46-41(25-37)42(26-53(4,5)32-73-52(70)44-14-12-20-66(62-44)51(45)69)49(65(46)31-55(57,58)59)40-13-11-19-60-48(40)34(3)71-10/h11,13,15-16,19,21-23,25,33-34,39,43-45,62H,12,14,20,24,26-32H2,1-10H3,(H,61,68)/t34-,43-,44-,45-/m0/s1",JVCQITRIPXUYOI-VKICXTOQSA-N,591909,"US11566007, Example A589",GTPase NRas,Homo sapiens, 5500
1255662,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nsc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,"InChI=1S/C50H64F3N9O7S/c1-29(2)36(26-68-32-24-60(25-32)41(63)17-18-49(6,7)59(8)9)44(64)55-38-22-40-56-45(70-58-40)31-15-16-39-34(21-31)35(23-48(4,5)28-69-47(66)37-14-12-20-62(57-37)46(38)65)43(61(39)27-50(51,52)53)33-13-11-19-54-42(33)30(3)67-10/h11,13,15-16,19,21,29-30,32,36-38,57H,12,14,20,22-28H2,1-10H3,(H,55,64)/t30-,36-,37-,38-/m0/s1",BUDOCVNAJDXYSA-ZMOXZDPDSA-N,591910,"The synthesis of (2R)-2-(((1-(4-(dimethylamino)-4-methylpent-2-ynoyl)azetidin-3-yl)oxy)methyl)-N-((63S,4S,Z)-12-(2-((S)-1-methoxyethyl)pyridin-3-yl)-10,10-dimethyl-5,7-dioxo-11-(2,2,2-trifluoroethyl)-61,62,63,64,65,66-hexahydro-11H-8-oxa-2(5,3)-thiadiazola-1(5,3)-indola-6(1,3)-pyridazinacycloundecaphane-4-yl)-3-methylbutanamide::US11566007, Example A590",GTPase NRas,Homo sapiens, 5500
1255663,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](CN3CCC=C(C3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1(F)CCN(CC1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C56H78FN9O7/c1-13-65-45-21-20-38-31-41(45)42(49(65)40-18-14-26-58-47(40)37(4)72-12)32-54(5,6)35-73-52(70)43-19-16-28-66(60-43)51(69)44(34-63-27-15-17-39(38)33-63)59-50(68)48(36(2)3)62(11)53(71)56(57)24-29-64(30-25-56)46(67)22-23-55(7,8)61(9)10/h14,17-18,20-21,26,31,36-37,43-44,48,60H,13,15-16,19,24-25,27-30,32-35H2,1-12H3,(H,59,68)/t37-,43-,44-,48-/m0/s1",JFXKFMBIUWMFNA-DERPSJHNSA-N,591911,"US11566007, Example A591",GTPase NRas,Homo sapiens, 550
1255664,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)C#C[C@H]2COCCN2C)C1=O)-c1cccnc1[C@H](C)OC,"InChI=1S/C57H72N8O8/c1-9-63-47-19-17-40-31-43(47)44(51(63)42-15-11-23-58-49(42)37(4)71-8)32-56(5,6)35-73-54(69)45-16-12-24-65(60-45)53(68)46(30-38-13-10-14-39(40)29-38)59-52(67)50(36(2)3)64-26-22-57(55(64)70)21-25-62(34-57)48(66)20-18-41-33-72-28-27-61(41)7/h10-11,13-15,17,19,23,29,31,36-37,41,45-46,50,60H,9,12,16,21-22,24-28,30,32-35H2,1-8H3,(H,59,67)/t37-,41-,45-,46-,50-,57-/m0/s1",MWHJAHJNBCRHKM-CPMVSPPQSA-N,591912,"US11566007, Example A592",GTPase NRas,Homo sapiens,>10000
1255665,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC[C@]2(C1)CN(CCO2)C(=O)C=C,"InChI=1S/C51H64F3N9O8S/c1-9-41(64)60-20-21-71-50(26-60)16-19-61(27-50)48(68)59(7)43(30(2)3)45(65)57-37-23-40-56-38(25-72-40)32-14-15-39-34(22-32)35(24-49(5,6)29-70-47(67)36-13-11-18-63(58-36)46(37)66)44(62(39)28-51(52,53)54)33-12-10-17-55-42(33)31(4)69-8/h9-10,12,14-15,17,22,25,30-31,36-37,43,58H,1,11,13,16,18-21,23-24,26-29H2,2-8H3,(H,57,65)/t31-,36-,37-,43-,50+/m0/s1",RLHTUJWRFPNYIR-IRYGICAMSA-N,591913,"US11566007, Example A593",GTPase NRas,Homo sapiens, 550
1255666,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC[C@@]2(C1)CN(CCO2)C(=O)C=C,"InChI=1S/C51H64F3N9O8S/c1-9-41(64)60-20-21-71-50(26-60)16-19-61(27-50)48(68)59(7)43(30(2)3)45(65)57-37-23-40-56-38(25-72-40)32-14-15-39-34(22-32)35(24-49(5,6)29-70-47(67)36-13-11-18-63(58-36)46(37)66)44(62(39)28-51(52,53)54)33-12-10-17-55-42(33)31(4)69-8/h9-10,12,14-15,17,22,25,30-31,36-37,43,58H,1,11,13,16,18-21,23-24,26-29H2,2-8H3,(H,57,65)/t31-,36-,37-,43-,50-/m0/s1",RLHTUJWRFPNYIR-LLXFPOQXSA-N,591914,"US11566007, Example A594",GTPase NRas,Homo sapiens, 55.0
1255667,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2OCCN([C@@H]2C1)C(=O)C=C,"InChI=1S/C52H64F3N9O8/c1-9-43(65)62-21-22-71-42-27-61(26-41(42)62)50(69)60(7)45(30(2)3)47(66)58-39-24-33-13-10-15-37(57-33)32-17-18-40-35(23-32)36(25-51(5,6)29-72-49(68)38-16-12-20-64(59-38)48(39)67)46(63(40)28-52(53,54)55)34-14-11-19-56-44(34)31(4)70-8/h9-11,13-15,17-19,23,30-31,38-39,41-42,45,59H,1,12,16,20-22,24-29H2,2-8H3,(H,58,66)/t31-,38-,39-,41+,42-,45-/m0/s1",ISDVCOAZTZDRGZ-NPWNKKAYSA-N,591915,"US11566007, Example A595",GTPase NRas,Homo sapiens, 550
1255668,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC[C@H]2OCCN(C2C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H67N9O8S/c1-10-43(61)59-22-23-67-41-18-21-57(27-40(41)59)50(65)56(8)45(30(3)4)47(62)54-37-25-42-53-38(28-69-42)32-16-17-39-34(24-32)35(46(58(39)11-2)33-14-12-19-52-44(33)31(5)66-9)26-51(6,7)29-68-49(64)36-15-13-20-60(55-36)48(37)63/h10,12,14,16-17,19,24,28,30-31,36-37,40-41,45,55H,1,11,13,15,18,20-23,25-27,29H2,2-9H3,(H,54,62)/t31-,36-,37-,40?,41+,45-/m0/s1",IZYQWDXCRAMGQU-PFYAXUNUSA-N,591916,"US11566007, Example A596",GTPase NRas,Homo sapiens, 55.0
1255669,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2OCCN([C@@H]2C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H67N9O8/c1-10-44(62)60-23-24-68-43-29-58(28-42(43)60)51(66)57(8)46(31(3)4)48(63)55-40-26-34-15-12-17-38(54-34)33-19-20-41-36(25-33)37(47(59(41)11-2)35-16-13-21-53-45(35)32(5)67-9)27-52(6,7)30-69-50(65)39-18-14-22-61(56-39)49(40)64/h10,12-13,15-17,19-21,25,31-32,39-40,42-43,46,56H,1,11,14,18,22-24,26-30H2,2-9H3,(H,55,63)/t32-,39-,40-,42+,43-,46-/m0/s1",GGTCZSDGSALIMA-CZFSAARVSA-N,591917,"US11566007, Example A597",GTPase NRas,Homo sapiens, 5500
1255670,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC11CN(C1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C52H70N10O7S/c1-11-60-41-19-18-34-25-36(41)37(46(60)35-15-12-21-53-44(35)33(4)68-10)27-51(5,6)31-69-49(66)38-16-13-23-62(56-38)48(65)39(26-42-54-40(34)28-70-42)55-47(64)45(32(2)3)58(9)50(67)61-24-20-52(61)29-59(30-52)43(63)17-14-22-57(7)8/h12,14-15,17-19,21,25,28,32-33,38-39,45,56H,11,13,16,20,22-24,26-27,29-31H2,1-10H3,(H,55,64)/b17-14+/t33-,38-,39-,45-/m0/s1",BWAHERFZOTUMCP-MCGSJVNKSA-N,591918,"US11566007, Example A598",GTPase NRas,Homo sapiens, 55.0
1255671,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C(C)C)C(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C56H75N7O7/c1-13-62-48-22-21-40-29-43(48)44(51(62)42-19-15-25-57-50(42)37(6)68-12)30-55(7,8)34-70-54(67)46-20-16-26-63(59-46)53(66)47(28-38-17-14-18-39(40)27-38)58-52(65)45(35(2)3)33-69-41-31-61(32-41)49(64)23-24-56(9,10)60(11)36(4)5/h14-15,17-19,21-22,25,27,29,35-37,41,45-47,59H,13,16,20,26,28,30-34H2,1-12H3,(H,58,65)/t37-,45-,46-,47-/m0/s1",BNGLTTYKPMPBJT-IEMZFVNBSA-N,591919,"US11566007, Example A599",GTPase NRas,Homo sapiens,>10000
1255672,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H](COc1ncc(NC(=O)C=C)n1C)C(C)C)-c1cccnc1C(C)OC,"InChI=1S/C50H62N8O7/c1-10-43(59)54-42-27-52-49(56(42)8)64-28-38(30(3)4)46(60)53-40-24-32-15-12-16-33(23-32)34-19-20-41-36(25-34)37(45(57(41)11-2)35-17-13-21-51-44(35)31(5)63-9)26-50(6,7)29-65-48(62)39-18-14-22-58(55-39)47(40)61/h10,12-13,15-17,19-21,23,25,27,30-31,38-40,55H,1,11,14,18,22,24,26,28-29H2,2-9H3,(H,53,60)(H,54,59)/t31?,38-,39-,40-/m0/s1",CEOUTKRQJIXAAE-CMRSCTGYSA-N,591920,"US11566007, Example A600",GTPase NRas,Homo sapiens, 550
1255673,COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)N(Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,"InChI=1S/C53H67F3N8O7/c1-33(2)42(30-70-38-28-61(29-38)45(65)20-21-52(6,7)60(8)9)48(66)59-64-27-35-14-11-15-36(24-35)37-18-19-44-40(25-37)41(26-51(4,5)32-71-49(67)43-17-13-23-63(58-43)50(64)68)47(62(44)31-53(54,55)56)39-16-12-22-57-46(39)34(3)69-10/h11-12,14-16,18-19,22,24-25,33-34,38,42-43,58H,13,17,23,26-32H2,1-10H3,(H,59,66)/t34?,42-,43-/m0/s1",OTNFAOMSXQETCG-UWGVNPTISA-N,591921,"US11566007, Example A601",GTPase NRas,Homo sapiens, 5500
1255674,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CN(C2)C(=O)\C=C\CF)CC1,"InChI=1S/C52H65F4N9O7S/c1-31(2)44(61(6)49(70)62-21-16-51(17-22-62)27-63(28-51)42(66)13-8-18-53)46(67)59-38-24-41-58-39(26-73-41)33-14-15-40-35(23-33)36(25-50(4,5)30-72-48(69)37-12-10-20-65(60-37)47(38)68)45(64(40)29-52(54,55)56)34-11-9-19-57-43(34)32(3)71-7/h8-9,11,13-15,19,23,26,31-32,37-38,44,60H,10,12,16-18,20-22,24-25,27-30H2,1-7H3,(H,59,67)/b13-8+/t32-,37-,38-,44-/m0/s1",AYTHIWGUHJPZMX-RZMOGFMMSA-N,591922,"US11566007, Example A602",GTPase NRas,Homo sapiens, 55.0
1255675,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC2(C1)CCN(C2)C(=O)C=C,"InChI=1S/C50H62F3N9O7S/c1-9-40(63)59-19-16-49(24-59)25-60(26-49)47(67)58(7)42(29(2)3)44(64)56-36-21-39-55-37(23-70-39)31-14-15-38-33(20-31)34(22-48(5,6)28-69-46(66)35-13-11-18-62(57-35)45(36)65)43(61(38)27-50(51,52)53)32-12-10-17-54-41(32)30(4)68-8/h9-10,12,14-15,17,20,23,29-30,35-36,42,57H,1,11,13,16,18-19,21-22,24-28H2,2-8H3,(H,56,64)/t30-,35-,36-,42-/m0/s1",MZZYXNDVMBUDJF-BJZXTERBSA-N,591923,"US11566007, Example A603",GTPase NRas,Homo sapiens, 55.0
1255676,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC2(C1)CN(CCO2)C(=O)C=C,"InChI=1S/C50H62F3N9O8S/c1-9-40(63)59-18-19-70-49(24-59)25-60(26-49)47(67)58(7)42(29(2)3)44(64)56-36-21-39-55-37(23-71-39)31-14-15-38-33(20-31)34(22-48(5,6)28-69-46(66)35-13-11-17-62(57-35)45(36)65)43(61(38)27-50(51,52)53)32-12-10-16-54-41(32)30(4)68-8/h9-10,12,14-16,20,23,29-30,35-36,42,57H,1,11,13,17-19,21-22,24-28H2,2-8H3,(H,56,64)/t30-,35-,36-,42-/m0/s1",MPLYSFSDRZJGNU-BJZXTERBSA-N,591924,"US11566007, Example A604",GTPase NRas,Homo sapiens, 550
1255677,COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(CF)cc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CC1)CN(CCO2)C(=O)C=C,"InChI=1S/C56H70F4N8O8/c1-9-46(69)66-22-23-76-55(31-66)16-20-65(21-17-55)53(73)64(7)48(34(2)3)50(70)62-44-27-36-24-37(30-57)26-39(25-36)38-14-15-45-41(28-38)42(29-54(5,6)33-75-52(72)43-13-11-19-68(63-43)51(44)71)49(67(45)32-56(58,59)60)40-12-10-18-61-47(40)35(4)74-8/h9-10,12,14-15,18,24-26,28,34-35,43-44,48,63H,1,11,13,16-17,19-23,27,29-33H2,2-8H3,(H,62,70)/t35?,43-,44-,48-/m0/s1",LNDGDVCKDOMMMR-MOSSQCQTSA-N,591925,"US11566007, Example A605",GTPase NRas,Homo sapiens, 55.0
1255678,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(-c4ccc(n1CC(F)(F)F)c2c4)n(C)n3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CC1)CN(CCO2)C(=O)C=C,"InChI=1S/C52H68F3N11O8/c1-10-41(67)64-23-24-74-51(28-64)17-21-63(22-18-51)49(71)61(7)43(31(2)3)46(68)57-38-26-40-58-45(62(8)60-40)33-15-16-39-35(25-33)36(27-50(5,6)30-73-48(70)37-14-12-20-66(59-37)47(38)69)44(65(39)29-52(53,54)55)34-13-11-19-56-42(34)32(4)72-9/h10-11,13,15-16,19,25,31-32,37-38,43,59H,1,12,14,17-18,20-24,26-30H2,2-9H3,(H,57,68)/t32-,37-,38-,43-/m0/s1",BJZZOTSEDXKWBQ-JRJPOVJZSA-N,591926,"US11566007, Example A606",GTPase NRas,Homo sapiens, 550
1255679,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(n3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CC1)CN(CCO2)C(=O)C=C,"InChI=1S/C54H68F3N9O8/c1-9-44(67)64-25-26-74-53(30-64)19-23-63(24-20-53)51(71)62(7)46(33(2)3)48(68)60-42-28-36-13-10-15-40(59-36)35-17-18-43-38(27-35)39(29-52(5,6)32-73-50(70)41-16-12-22-66(61-41)49(42)69)47(65(43)31-54(55,56)57)37-14-11-21-58-45(37)34(4)72-8/h9-11,13-15,17-18,21,27,33-34,41-42,46,61H,1,12,16,19-20,22-26,28-32H2,2-8H3,(H,60,68)/t34-,41-,42-,46-/m0/s1",PNDHTLYTHWSGTP-NORZMCNHSA-N,591927,"The synthesis of (2R)-2-(((1-(4-(dimethylamino)-4-methylpent-2-ynoyl)azetidin-3-yl)oxy)methyl)-N-((23S,63S,4S)-11-ethyl-12-(2-((S)-1-methoxyethyl)pyridin-3-yl)-10,10-dimethyl-5,7-dioxo-61,62,63,64,65,66-hexahydro-11H-8-oxa-1(5,3)-indola-6(1,3)-pyridazina-2(1,3)-piperidinacycloundecaphane-4-yl)-3-methylbutanamide::US11566007, Example A607",GTPase NRas,Homo sapiens, 550
1255680,CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC2(CC1)CN(CCO2)C(=O)C=C,"InChI=1S/C55H69F3N8O8/c1-9-45(67)64-25-26-74-54(31-64)19-23-63(24-20-54)52(71)62(7)47(34(2)3)49(68)60-43-28-36-13-10-14-37(27-36)38-17-18-44-40(29-38)41(30-53(5,6)33-73-51(70)42-16-12-22-66(61-42)50(43)69)48(65(44)32-55(56,57)58)39-15-11-21-59-46(39)35(4)72-8/h9-11,13-15,17-18,21,27,29,34-35,42-43,47,61H,1,12,16,19-20,22-26,28,30-33H2,2-8H3,(H,60,68)/t35-,42-,43-,47-/m0/s1",IAAFHTAJZRNMKF-CYAKSSALSA-N,591928,"US11566007, Example A608",GTPase NRas,Homo sapiens, 550
1255681,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC[C@@H]2OCCN([C@H]2C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H67N9O8S/c1-10-43(61)59-22-23-67-41-18-21-57(27-40(41)59)50(65)56(8)45(30(3)4)47(62)54-37-25-42-53-38(28-69-42)32-16-17-39-34(24-32)35(46(58(39)11-2)33-14-12-19-52-44(33)31(5)66-9)26-51(6,7)29-68-49(64)36-15-13-20-60(55-36)48(37)63/h10,12,14,16-17,19,24,28,30-31,36-37,40-41,45,55H,1,11,13,15,18,20-23,25-27,29H2,2-9H3,(H,54,62)/t31-,36-,37-,40-,41-,45-/m0/s1",IZYQWDXCRAMGQU-PYTUKTOGSA-N,591929,"US11566007, Example A609",GTPase NRas,Homo sapiens, 55.0
1255682,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1C[C@@H]2OCCN([C@@H]2C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C53H68N8O8/c1-10-45(62)60-23-24-68-44-30-58(29-43(44)60)52(66)57(8)47(32(3)4)49(63)55-41-26-34-15-12-16-35(25-34)36-19-20-42-38(27-36)39(48(59(42)11-2)37-17-13-21-54-46(37)33(5)67-9)28-53(6,7)31-69-51(65)40-18-14-22-61(56-40)50(41)64/h10,12-13,15-17,19-21,25,27,32-33,40-41,43-44,47,56H,1,11,14,18,22-24,26,28-31H2,2-9H3,(H,55,63)/t33-,40-,41-,43+,44-,47-/m0/s1",MJLRJVFWURTGIW-BBSUGLTESA-N,591930,"US11566007, Example A610",GTPase NRas,Homo sapiens, 550
1255683,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC11CN(C1)C(=O)\C=C\CN1CCOCC1)-c1cccnc1[C@H](C)OC,"InChI=1S/C54H72N10O8S/c1-9-62-43-17-16-36-27-38(43)39(48(62)37-13-10-19-55-46(37)35(4)70-8)29-53(5,6)33-72-51(68)40-14-11-21-64(58-40)50(67)41(28-44-56-42(36)30-73-44)57-49(66)47(34(2)3)59(7)52(69)63-22-18-54(63)31-61(32-54)45(65)15-12-20-60-23-25-71-26-24-60/h10,12-13,15-17,19,27,30,34-35,40-41,47,58H,9,11,14,18,20-26,28-29,31-33H2,1-8H3,(H,57,66)/b15-12+/t35-,40-,41-,47-/m0/s1",HMUWRTCEMXGYOA-YELLNZCVSA-N,591931,"US11566007, Example A611",GTPase NRas,Homo sapiens, 550
1255684,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(-c4ccc1c2c4)n(C)n3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC11CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C49H65N11O7/c1-11-39(61)57-26-49(27-57)19-22-59(49)47(65)55(8)41(29(3)4)44(62)51-36-24-38-52-43(56(9)54-38)31-17-18-37-33(23-31)34(42(58(37)12-2)32-15-13-20-50-40(32)30(5)66-10)25-48(6,7)28-67-46(64)35-16-14-21-60(53-35)45(36)63/h11,13,15,17-18,20,23,29-30,35-36,41,53H,1,12,14,16,19,21-22,24-28H2,2-10H3,(H,51,62)/t30-,35-,36-,41-/m0/s1",KXOCOLZPLIMRRK-GKAFBNRZSA-N,591932,"US11566007, Example A612",GTPase NRas,Homo sapiens, 55.0
1255685,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C1CC1)C(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C56H73N7O7/c1-11-62-48-22-19-39-29-43(48)44(51(62)42-17-13-25-57-50(42)36(4)68-10)30-55(5,6)34-70-54(67)46-18-14-26-63(59-46)53(66)47(28-37-15-12-16-38(39)27-37)58-52(65)45(35(2)3)33-69-41-31-61(32-41)49(64)23-24-56(7,8)60(9)40-20-21-40/h12-13,15-17,19,22,25,27,29,35-36,40-41,45-47,59H,11,14,18,20-21,26,28,30-34H2,1-10H3,(H,58,65)/t36-,45-,46-,47-/m0/s1",ZXQRHEUAVZVWRM-RXAXJENLSA-N,591933,"US11566007, Example A613",GTPase NRas,Homo sapiens,>10000
1255686,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C[C@H]3CN(CCO3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@@]2(CCN(C2)C(=O)C#CC(C)(C)N(C)C)C1=O)-c1cccnc1[C@H](C)OC,"InChI=1S/C55H77N9O8/c1-12-62-44-18-17-37-29-40(44)41(48(62)39-15-13-23-56-46(39)36(4)70-11)31-53(5,6)34-72-51(68)42-16-14-24-64(58-42)50(67)43(30-38-32-60(37)27-28-71-38)57-49(66)47(35(2)3)63-26-22-55(52(63)69)21-25-61(33-55)45(65)19-20-54(7,8)59(9)10/h13,15,17-18,23,29,35-36,38,42-43,47,58H,12,14,16,21-22,24-28,30-34H2,1-11H3,(H,57,66)/t36-,38-,42-,43-,47-,55+/m0/s1",WIEVQWFORDJUOL-OOAFMUAESA-N,591934,"US11566007, Example A614",GTPase NRas,Homo sapiens,>10000
1255687,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C[C@@H]3CCCN(C3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1(F)CCN(CC1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C56H80FN9O7/c1-13-65-45-21-20-39-32-41(45)42(49(65)40-18-14-26-58-47(40)37(4)72-12)33-54(5,6)35-73-52(70)43-19-16-28-66(60-43)51(69)44(31-38-17-15-27-64(39)34-38)59-50(68)48(36(2)3)62(11)53(71)56(57)24-29-63(30-25-56)46(67)22-23-55(7,8)61(9)10/h14,18,20-21,26,32,36-38,43-44,48,60H,13,15-17,19,24-25,27-31,33-35H2,1-12H3,(H,59,68)/t37-,38-,43-,44-,48-/m0/s1",JQYXFAGNCXTWKV-LQTGTODFSA-N,591935,"US11566007, Example A615::US11566007, Example A616",GTPase NRas,Homo sapiens,>10000
