BindingDB Reactant_set_id,Ligand SMILES,Ligand InChI,Ligand InChI Key,BindingDB MonomerID,BindingDB Ligand Name,Target Name,Target Source Organism According to Curator or DataSource,IC50 (nM)
1141734,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cn[nH]c1,,,538618,"NCGC 00262327::US11254667, Compound I-20",GTPase NRas,Homo sapiens, 33170
1141736,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cccnc1,"InChI=1S/C22H22N6O/c1-29-20-10-22-25-13-19(28(22)14-17(20)15-4-3-8-23-11-15)18-5-2-6-21(27-18)26-16-7-9-24-12-16/h2-6,8,10-11,13-14,16,24H,7,9,12H2,1H3,(H,26,27)",ZQKNIPQNEVNCDY-UHFFFAOYSA-N,538619,"NCGC 00371479::US11254667, Compound I-22",GTPase NRas,Homo sapiens, 9920
1141738,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1ccncc1,"InChI=1S/C22H22N6O/c1-29-20-11-22-25-13-19(28(22)14-17(20)15-5-8-23-9-6-15)18-3-2-4-21(27-18)26-16-7-10-24-12-16/h2-6,8-9,11,13-14,16,24H,7,10,12H2,1H3,(H,26,27)",APWFGACQYAGVJI-UHFFFAOYSA-N,538620,"NCGC 00371480::US11254667, Compound I-23",GTPase NRas,Homo sapiens, 1830
1141741,Cc1n[nH]c(C)c1-c1cn2c(cnc2cc1CO)-c1cccc(NC2CCNC2)n1,,,538622,"NCGC 00371482::US11254667, Compound I-25",GTPase NRas,Homo sapiens, 15720
1141743,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cnn(CCN2CCOCC2)c1,"InChI=1S/C26H32N8O2/c1-35-24-13-26-28-16-23(22-3-2-4-25(31-22)30-20-5-6-27-15-20)34(26)18-21(24)19-14-29-33(17-19)8-7-32-9-11-36-12-10-32/h2-4,13-14,16-18,20,27H,5-12,15H2,1H3,(H,30,31)",BSPADJDNBJNBEV-UHFFFAOYSA-N,538623,"NCGC 00371483::US11254667, Compound I-26",GTPase NRas,Homo sapiens, 15720
1141745,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cc[nH]c1,,,538624,"NCGC 00371484::US11254667, Compound I-27",GTPase NRas,Homo sapiens, 4430
1141747,Cc1noc(C)c1-c1cn2c(cnc2cc1CO)-c1cccc(NC2CCNC2)n1,"InChI=1S/C22H24N6O2/c1-13-22(14(2)30-27-13)17-11-28-19(10-24-21(28)8-15(17)12-29)18-4-3-5-20(26-18)25-16-6-7-23-9-16/h3-5,8,10-11,16,23,29H,6-7,9,12H2,1-2H3,(H,25,26)",CCZCNTFTODQIGD-UHFFFAOYSA-N,538625,"NCGC 00371488::US11254667, Compound I-28",GTPase NRas,Homo sapiens, 14820
1141749,COc1cc2ncc(-c3cccc(NC4CCCNC4)n3)n2cc1-c1cn[nH]c1,,,538626,"NCGC  00371485::US11254667, Compound I-29",GTPase NRas,Homo sapiens, 9350
1141751,CN(C1CCNC1)c1cccc(n1)-c1cnc2cc(CO)c(cn12)-c1cn[nH]c1,,,538627,"NCGC  00371487::US11254667, Compound I-31",GTPase NRas,Homo sapiens, 16630
1141753,COc1cc2ncc(-c3cccc(OC4CCNC4)n3)n2cc1-c1cn[nH]c1,,,538628,"NCGC 00371852::US11254667, Compound I-32",GTPase NRas,Homo sapiens, 3720
1141755,COc1cc2ncc(-c3nc(NC4CCNC4)c(F)cc3F)n2cc1-c1cn[nH]c1,,,538629,"NCGC 00371853::US11254667, Compound I-33",GTPase NRas,Homo sapiens, 29760
1141757,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1OC,"InChI=1S/C18H21N5O2/c1-24-15-8-18-20-10-14(23(18)11-16(15)25-2)13-4-3-5-17(22-13)21-12-6-7-19-9-12/h3-5,8,10-12,19H,6-7,9H2,1-2H3,(H,21,22)",HUEFZPFWMGKADA-UHFFFAOYSA-N,538630,"NCGC  00371850::US11254667, Compound I-36",GTPase NRas,Homo sapiens, 4430
1141759,COc1cc(cn2c(cnc12)-c1cccc(NC2CCNC2)n1)-c1cn[nH]c1,,,538631,"NCGC  00371857::US11254667, Compound I-37",GTPase NRas,Homo sapiens, 16630
1141761,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1nnn[nH]1,,,538632,"NCGC  00371858::US11254667, Compound I-38",GTPase NRas,Homo sapiens, 2.00
1141763,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1C#N,"InChI=1S/C18H18N6O/c1-25-16-7-18-21-10-15(24(18)11-12(16)8-19)14-3-2-4-17(23-14)22-13-5-6-20-9-13/h2-4,7,10-11,13,20H,5-6,9H2,1H3,(H,22,23)",NPJRSFLHNQNUQF-UHFFFAOYSA-N,538633,"NCGC  00371859::US11254667, Compound I-39",GTPase NRas,Homo sapiens, 5580
1141765,Clc1cn2c(cnc2cc1OCCN1CCOCC1)-c1cccc(NC2CCNC2)n1,"InChI=1S/C22H27ClN6O2/c23-17-15-29-19(18-2-1-3-21(27-18)26-16-4-5-24-13-16)14-25-22(29)12-20(17)31-11-8-28-6-9-30-10-7-28/h1-3,12,14-16,24H,4-11,13H2,(H,26,27)",WHDGQRKUPDYCCN-UHFFFAOYSA-N,538634,"NCGC  00371957::US11254667, Compound I-40",GTPase NRas,Homo sapiens, 626
1141767,C(CN1CCOCC1)Oc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cn[nH]c1,,,538635,"NCGC  00371958::US11254667, Compound I-41",GTPase NRas,Homo sapiens, 17640
1141769,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,"InChI=1S/C15H14ClN5/c16-10-4-5-15-18-8-13(21(15)9-10)12-2-1-3-14(20-12)19-11-6-17-7-11/h1-5,8-9,11,17H,6-7H2,(H,19,20)",RDTAHMIMQLRAMR-UHFFFAOYSA-N,50377181,"CHEMBL256963::US11254667, Compound I-15",GTPase NRas,Homo sapiens, 16630
1141771,COc1cc(Cl)cn2c(cnc12)-c1cccc(NC2CNC2)n1,"InChI=1S/C16H16ClN5O/c1-23-14-5-10(17)9-22-13(8-19-16(14)22)12-3-2-4-15(21-12)20-11-6-18-7-11/h2-5,8-9,11,18H,6-7H2,1H3,(H,20,21)",JIGAGGIJXJGNKQ-UHFFFAOYSA-N,538637,"NCGC  00262331::US11254667, Compound I-42",GTPase NRas,Homo sapiens, 20930
1141775,C1NCC1Nc1cccc(n1)-c1cnc2ccc(cn12)-c1cn[nH]c1,"InChI=1S/C18H17N7/c1-2-15(24-17(3-1)23-14-8-19-9-14)16-10-20-18-5-4-12(11-25(16)18)13-6-21-22-7-13/h1-7,10-11,14,19H,8-9H2,(H,21,22)(H,23,24)",HCMGPAIQYFWRHN-UHFFFAOYSA-N,538640,"NCGC  00249356::US11254667, Compound I-45",GTPase NRas,Homo sapiens, 4290
1141777,Cn1cc(cn1)-c1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,"InChI=1S/C19H19N7/c1-25-11-14(7-22-25)13-5-6-19-21-10-17(26(19)12-13)16-3-2-4-18(24-16)23-15-8-20-9-15/h2-7,10-12,15,20H,8-9H2,1H3,(H,23,24)",QIZUSBVOVCVIIE-UHFFFAOYSA-N,538641,"NCGC  00249357::US11254667, Compound I-46",GTPase NRas,Homo sapiens, 16630
1141779,Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,"InChI=1S/C16H16ClN5/c17-11-4-5-16-19-9-14(22(16)10-11)13-2-1-3-15(21-13)20-12-6-7-18-8-12/h1-5,9-10,12,18H,6-8H2,(H,20,21)",NAMQQRIYZTTYCJ-UHFFFAOYSA-N,538642,"NCGC  00249372::US11254667, Compound I-16",GTPase NRas,Homo sapiens, 1760
1141781,Fc1cc(F)c(nc1NC1CNC1)-c1cnc2ccc(Cl)cn12,"InChI=1S/C15H12ClF2N5/c16-8-1-2-13-20-6-12(23(13)7-8)14-10(17)3-11(18)15(22-14)21-9-4-19-5-9/h1-3,6-7,9,19H,4-5H2,(H,21,22)",NITUAAYHNVHOKF-UHFFFAOYSA-N,538643,"NCGC  00249846::US11254667, Compound I-47::US11254667, Compound I-56",GTPase NRas,Homo sapiens, 1880
1236903,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cn[nH]c1,,,538618,"NCGC 00262327::US11254667, Compound I-20::US11542261, Compound I-20",GTPase NRas,Homo sapiens, 33170
1236905,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cccnc1,"InChI=1S/C22H22N6O/c1-29-20-10-22-25-13-19(28(22)14-17(20)15-4-3-8-23-11-15)18-5-2-6-21(27-18)26-16-7-9-24-12-16/h2-6,8,10-11,13-14,16,24H,7,9,12H2,1H3,(H,26,27)",ZQKNIPQNEVNCDY-UHFFFAOYSA-N,538619,"NCGC 00371479::US11254667, Compound I-22::US11542261, Compound I-22",GTPase NRas,Homo sapiens, 9920
1236907,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1ccncc1,"InChI=1S/C22H22N6O/c1-29-20-11-22-25-13-19(28(22)14-17(20)15-5-8-23-9-6-15)18-3-2-4-21(27-18)26-16-7-10-24-12-16/h2-6,8-9,11,13-14,16,24H,7,10,12H2,1H3,(H,26,27)",APWFGACQYAGVJI-UHFFFAOYSA-N,538620,"NCGC 00371480::US11254667, Compound I-23::US11542261, Compound I-23",GTPase NRas,Homo sapiens, 1830
1236910,Cc1n[nH]c(C)c1-c1cn2c(cnc2cc1CO)-c1cccc(NC2CCNC2)n1,,,538622,"NCGC 00371482::US11254667, Compound I-25::US11542261, Compound I-25",GTPase NRas,Homo sapiens, 15720
1236912,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cnn(CCN2CCOCC2)c1,"InChI=1S/C26H32N8O2/c1-35-24-13-26-28-16-23(22-3-2-4-25(31-22)30-20-5-6-27-15-20)34(26)18-21(24)19-14-29-33(17-19)8-7-32-9-11-36-12-10-32/h2-4,13-14,16-18,20,27H,5-12,15H2,1H3,(H,30,31)",BSPADJDNBJNBEV-UHFFFAOYSA-N,538623,"NCGC 00371483::US11254667, Compound I-26::US11542261, Compound I-26",GTPase NRas,Homo sapiens, 15720
1236914,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cc[nH]c1,,,538624,"NCGC 00371484::US11254667, Compound I-27::US11542261, Compound I-27",GTPase NRas,Homo sapiens, 4430
1236916,Cc1noc(C)c1-c1cn2c(cnc2cc1CO)-c1cccc(NC2CCNC2)n1,"InChI=1S/C22H24N6O2/c1-13-22(14(2)30-27-13)17-11-28-19(10-24-21(28)8-15(17)12-29)18-4-3-5-20(26-18)25-16-6-7-23-9-16/h3-5,8,10-11,16,23,29H,6-7,9,12H2,1-2H3,(H,25,26)",CCZCNTFTODQIGD-UHFFFAOYSA-N,538625,"NCGC 00371488::US11254667, Compound I-28::US11542261, Compound I-28",GTPase NRas,Homo sapiens, 14820
1236918,COc1cc2ncc(-c3cccc(NC4CCCNC4)n3)n2cc1C1C=NN=C1,"InChI=1S/C21H23N7O/c1-29-19-8-21-23-12-18(28(21)13-16(19)14-9-24-25-10-14)17-5-2-6-20(27-17)26-15-4-3-7-22-11-15/h2,5-6,8-10,12-15,22H,3-4,7,11H2,1H3,(H,26,27)",YJUNLPPNVBTTRB-UHFFFAOYSA-N,588289,"NCGC00371485::US11542261, Compound I-29",GTPase NRas,Homo sapiens, 9350
1236920,CN(C1CCNC1)c1cccc(n1)-c1cnc2cc(CO)c(cn12)-c1cn[nH]c1,,,538627,"NCGC  00371487::US11254667, Compound I-31::US11542261, Compound I-31",GTPase NRas,Homo sapiens, 16630
1236922,COc1cc2ncc(-c3cccc(OC4CCNC4)n3)n2cc1-c1cn[nH]c1,,,538628,"NCGC 00371852::US11254667, Compound I-32::US11542261, Compound I-32",GTPase NRas,Homo sapiens, 3720
1236924,COc1cc2ncc(-c3nc(NC4CCNC4)c(F)cc3F)n2cc1-c1cn[nH]c1,,,538629,"NCGC 00371853::US11254667, Compound I-33::US11542261, Compound I-33",GTPase NRas,Homo sapiens, 29760
1236926,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1OC,"InChI=1S/C18H21N5O2/c1-24-15-8-18-20-10-14(23(18)11-16(15)25-2)13-4-3-5-17(22-13)21-12-6-7-19-9-12/h3-5,8,10-12,19H,6-7,9H2,1-2H3,(H,21,22)",HUEFZPFWMGKADA-UHFFFAOYSA-N,538630,"NCGC  00371850::US11254667, Compound I-36::US11542261, Compound I-36",GTPase NRas,Homo sapiens, 4430
1236928,COc1cc(cn2c(cnc12)-c1cccc(NC2CCNC2)n1)-c1cn[nH]c1,,,538631,"NCGC  00371857::US11254667, Compound I-37::US11542261, Compound I-37",GTPase NRas,Homo sapiens, 16630
1236930,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1nnn[nH]1,,,538632,"NCGC  00371858::US11254667, Compound I-38::US11542261, Compound I-38",GTPase NRas,Homo sapiens, 2.00
1236932,COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1C#N,"InChI=1S/C18H18N6O/c1-25-16-7-18-21-10-15(24(18)11-12(16)8-19)14-3-2-4-17(23-14)22-13-5-6-20-9-13/h2-4,7,10-11,13,20H,5-6,9H2,1H3,(H,22,23)",NPJRSFLHNQNUQF-UHFFFAOYSA-N,538633,"NCGC  00371859::US11254667, Compound I-39::US11542261, Compound I-39",GTPase NRas,Homo sapiens, 5580
1236934,Clc1cn2c(cnc2cc1OCCN1CCOCC1)-c1cccc(NC2CCNC2)n1,"InChI=1S/C22H27ClN6O2/c23-17-15-29-19(18-2-1-3-21(27-18)26-16-4-5-24-13-16)14-25-22(29)12-20(17)31-11-8-28-6-9-30-10-7-28/h1-3,12,14-16,24H,4-11,13H2,(H,26,27)",WHDGQRKUPDYCCN-UHFFFAOYSA-N,538634,"NCGC  00371957::US11254667, Compound I-40::US11542261, Compound I-40",GTPase NRas,Homo sapiens, 626
1236936,C(CN1CCOCC1)Oc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cn[nH]c1,,,538635,"NCGC  00371958::US11254667, Compound I-41::US11542261, Compound I-41",GTPase NRas,Homo sapiens, 17640
1236938,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,"InChI=1S/C15H14ClN5/c16-10-4-5-15-18-8-13(21(15)9-10)12-2-1-3-14(20-12)19-11-6-17-7-11/h1-5,8-9,11,17H,6-7H2,(H,19,20)",RDTAHMIMQLRAMR-UHFFFAOYSA-N,50377181,"CHEMBL256963::US11254667, Compound I-15::US11542261, Compound I-15",GTPase NRas,Homo sapiens, 16630
1236940,COc1cc(Cl)cn2c(cnc12)-c1cccc(NC2CNC2)n1,"InChI=1S/C16H16ClN5O/c1-23-14-5-10(17)9-22-13(8-19-16(14)22)12-3-2-4-15(21-12)20-11-6-18-7-11/h2-5,8-9,11,18H,6-7H2,1H3,(H,20,21)",JIGAGGIJXJGNKQ-UHFFFAOYSA-N,538637,"NCGC  00262331::US11254667, Compound I-42::US11542261, Compound I-42",GTPase NRas,Homo sapiens, 20930
1236944,C1NCC1Nc1cccc(n1)-c1cnc2ccc(cn12)-c1cn[nH]c1,"InChI=1S/C18H17N7/c1-2-15(24-17(3-1)23-14-8-19-9-14)16-10-20-18-5-4-12(11-25(16)18)13-6-21-22-7-13/h1-7,10-11,14,19H,8-9H2,(H,21,22)(H,23,24)",HCMGPAIQYFWRHN-UHFFFAOYSA-N,538640,"NCGC  00249356::US11254667, Compound I-45::US11542261, Compound I-45",GTPase NRas,Homo sapiens, 4290
1236946,Cn1cc(cn1)-c1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,"InChI=1S/C19H19N7/c1-25-11-14(7-22-25)13-5-6-19-21-10-17(26(19)12-13)16-3-2-4-18(24-16)23-15-8-20-9-15/h2-7,10-12,15,20H,8-9H2,1H3,(H,23,24)",QIZUSBVOVCVIIE-UHFFFAOYSA-N,538641,"NCGC  00249357::US11254667, Compound I-46::US11542261, Compound I-46",GTPase NRas,Homo sapiens, 16630
1236948,Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,"InChI=1S/C16H16ClN5/c17-11-4-5-16-19-9-14(22(16)10-11)13-2-1-3-15(21-13)20-12-6-7-18-8-12/h1-5,9-10,12,18H,6-8H2,(H,20,21)",NAMQQRIYZTTYCJ-UHFFFAOYSA-N,538642,"NCGC  00249372::US11254667, Compound I-16::US11542261, Compound I-16",GTPase NRas,Homo sapiens, 1760
1236950,Fc1cc(F)c(nc1NC1CNC1)-c1cnc2ccc(Cl)cn12,"InChI=1S/C15H12ClF2N5/c16-8-1-2-13-20-6-12(23(13)7-8)14-10(17)3-11(18)15(22-14)21-9-4-19-5-9/h1-3,6-7,9,19H,4-5H2,(H,21,22)",NITUAAYHNVHOKF-UHFFFAOYSA-N,538643,"NCGC  00249846::US11254667, Compound I-47::US11254667, Compound I-56::US11542261, Compound I-56",GTPase NRas,Homo sapiens, 1880
1254024,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1COC,"InChI=1S/C50H63N7O8/c1-9-43(59)55-20-17-33(27-55)47(61)54(7)44(30(3)4)46(60)52-40-23-31-21-34(24-35(58)22-31)32-15-16-42-37(25-32)38(45(56(42)10-2)36-13-11-18-51-41(36)28-64-8)26-50(5,6)29-65-49(63)39-14-12-19-57(53-39)48(40)62/h9,11,13,15-16,18,21-22,24-25,30,33,39-40,44,53,58H,1,10,12,14,17,19-20,23,26-29H2,2-8H3,(H,52,60)/t33-,39-,40-,44-/m0/s1",TZRZLPOHMOSYDX-OZVOXBHZSA-N,591338,"US11566007, Example A16",GTPase NRas [G12C],, 55.0
1254025,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1ccccc1CCOC,"InChI=1S/C52H66N6O7/c1-9-45(59)56-25-22-38(31-56)49(61)55(7)46(33(3)4)48(60)53-43-28-34-15-13-17-36(27-34)37-20-21-44-40(29-37)41(47(57(44)10-2)39-18-12-11-16-35(39)23-26-64-8)30-52(5,6)32-65-51(63)42-19-14-24-58(54-42)50(43)62/h9,11-13,15-18,20-21,27,29,33,38,42-43,46,54H,1,10,14,19,22-26,28,30-32H2,2-8H3,(H,53,60)/t38-,42-,43-,46-/m0/s1",DKWDRTSAKNXOAI-CVUUHMRTSA-N,591346,"US11566007, Example A24",GTPase NRas [G12C],, 5500
1254026,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1ccccc1CCOC,"InChI=1S/C55H71N7O8/c1-10-61-47-20-19-38-31-43(47)44(50(61)42-16-12-11-15-37(42)22-26-69-9)32-55(4,5)34-70-54(68)45-17-13-24-62(57-45)53(67)46(29-36-27-40(38)30-41(63)28-36)56-51(65)49(35(2)3)59(8)52(66)39-21-25-60(33-39)48(64)18-14-23-58(6)7/h11-12,15-16,19-20,27-28,30-31,35,39,45-46,49,57,63H,10,13,17,21-26,29,32-34H2,1-9H3,(H,56,65)/t39-,45-,46-,49-/m0/s1",FKVRUAFIRWGPRQ-UYCUZZQKSA-N,591360,"US11566007, Example A38",GTPase NRas [G12C],,<10.00
1254027,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)\C=C\CN(C)C)-c1cccnc1COC,"InChI=1S/C53H70N8O8/c1-10-60-45-18-17-35-28-40(45)41(48(60)39-14-11-20-54-44(39)31-68-9)29-53(4,5)32-69-52(67)42-15-12-22-61(56-42)51(66)43(26-34-24-37(35)27-38(62)25-34)55-49(64)47(33(2)3)58(8)50(65)36-19-23-59(30-36)46(63)16-13-21-57(6)7/h11,13-14,16-18,20,24-25,27-28,33,36,42-43,47,56,62H,10,12,15,19,21-23,26,29-32H2,1-9H3,(H,55,64)/b16-13+/t36-,42-,43-,47-/m0/s1",LCCHFXUWGKQXNJ-LQAWLNHSSA-N,591376,"Synthesis of (2S)-2-{1-[(3S)-1-[(2E)-4-(dimethylamino)but-2-enoyl]pyrrolidin-3-yl]-N-methylformamido}-N-[(8S,14S)-22-ethyl-4-hydroxy-21-[2-(methoxymethyl)pyridin-3-yl]-18,18-dimethyl-9,15-dioxo-16-oxa-10,22,28-triazapentacyclo[18.5.2.12,6.110,14.023,27]nonacosa-1(26),2,4,6(29),20,23::US11566007, Example A54",GTPase NRas [G12C],, 55.0
1254028,CCn1c([C@@H]2CC=CN=C2COC)c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,"InChI=1S/C50H65N7O8/c1-9-43(59)55-20-17-33(27-55)47(61)54(7)44(30(3)4)46(60)52-40-23-31-21-34(24-35(58)22-31)32-15-16-42-37(25-32)38(45(56(42)10-2)36-13-11-18-51-41(36)28-64-8)26-50(5,6)29-65-49(63)39-14-12-19-57(53-39)48(40)62/h9,11,15-16,18,21-22,24-25,30,33,36,39-40,44,53,58H,1,10,12-14,17,19-20,23,26-29H2,2-8H3,(H,52,60)/t33-,36+,39-,40-,44-/m0/s1",DOCMSHMYAUUTRV-LTCZISCLSA-N,591387,"US11566007, Example A65",GTPase NRas [G12C],, 550
1254029,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)C=C)-c1cccnc1COC,"InChI=1S/C49H63N7O9S/c1-9-55-42-16-15-32-25-37(42)38(44(55)36-13-11-18-50-41(36)28-64-8)26-49(5,6)29-65-48(61)39-14-12-19-56(52-39)47(60)40(23-31-21-34(32)24-35(57)22-31)51-45(58)43(30(3)4)53(7)46(59)33-17-20-54(27-33)66(62,63)10-2/h10-11,13,15-16,18,21-22,24-25,30,33,39-40,43,52,57H,2,9,12,14,17,19-20,23,26-29H2,1,3-8H3,(H,51,58)/t33-,39-,40-,43-/m0/s1",JUKWEWVVMHSFPD-UECQPRFMSA-N,591391,"US11566007, Example A69",GTPase NRas [G12C],, 55.0
1254030,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H65N7O8/c1-10-43(60)56-21-18-34(28-56)48(62)55(8)45(30(3)4)47(61)53-41-24-32-22-35(25-36(59)23-32)33-16-17-42-38(26-33)39(46(57(42)11-2)37-14-12-19-52-44(37)31(5)65-9)27-51(6,7)29-66-50(64)40-15-13-20-58(54-40)49(41)63/h10,12,14,16-17,19,22-23,25-26,30-31,34,40-41,45,54,59H,1,11,13,15,18,20-21,24,27-29H2,2-9H3,(H,53,61)/t31-,34-,40-,41-,45-/m0/s1",MTIZKJFMLDYTNE-YDDDOAIDSA-N,591397,"Synthesis of two atropisomers of (2S)-N-[(8S,14S,20M)-22-ethyl-4-hydroxy-21-{2-[(1S)-1-methoxyethyl]pyridin-3-yl}-18,18-dimethyl-9,15-dioxo-16-oxa-10,22,28-triazapentacyclo[18.5.2.12,6.110,14.023,27]nonacosa-1(26),2,4,6(29),20,23::US11566007, Example A75",GTPase NRas [G12C],, 550
1254031,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,"InChI=1S/C51H65N7O8/c1-10-43(60)56-21-18-34(28-56)48(62)55(8)45(30(3)4)47(61)53-41-24-32-22-35(25-36(59)23-32)33-16-17-42-38(26-33)39(46(57(42)11-2)37-14-12-19-52-44(37)31(5)65-9)27-51(6,7)29-66-50(64)40-15-13-20-58(54-40)49(41)63/h10,12,14,16-17,19,22-23,25-26,30-31,34,40-41,45,54,59H,1,11,13,15,18,20-21,24,27-29H2,2-9H3,(H,53,61)/t31-,34-,40-,41-,45-/m0/s1",MTIZKJFMLDYTNE-YDDDOAIDSA-N,591397,"Synthesis of two atropisomers of (2S)-N-[(8S,14S,20M)-22-ethyl-4-hydroxy-21-{2-[(1S)-1-methoxyethyl]pyridin-3-yl}-18,18-dimethyl-9,15-dioxo-16-oxa-10,22,28-triazapentacyclo[18.5.2.12,6.110,14.023,27]nonacosa-1(26),2,4,6(29),20,23::US11566007, Example A75",GTPase NRas [G12C],, 550
1254032,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@H](C)OC,"InChI=1S/C51H65N7O8/c1-10-44(60)56-20-17-34(28-56)48(62)55(8)45(30(3)4)47(61)53-42-23-32-21-35(24-36(59)22-32)33-14-15-43-38(25-33)39(46(57(43)11-2)40-27-52-18-16-37(40)31(5)65-9)26-51(6,7)29-66-50(64)41-13-12-19-58(54-41)49(42)63/h10,14-16,18,21-22,24-25,27,30-31,34,41-42,45,54,59H,1,11-13,17,19-20,23,26,28-29H2,2-9H3,(H,53,61)/t31-,34-,41-,42-,45-/m0/s1",XVALWQLJSNYOAZ-PGZWVAKSSA-N,591398,"US11566007, Example A112::US11566007, Example A76",GTPase NRas [G12C],,<10.00
1254033,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cnccc1COC,"InChI=1S/C53H68N8O8/c1-10-60-45-16-15-35-27-40(45)41(48(60)42-29-54-19-17-37(42)31-68-9)28-53(4,5)32-69-52(67)43-13-11-21-61(56-43)51(66)44(25-34-23-38(35)26-39(62)24-34)55-49(64)47(33(2)3)58(8)50(65)36-18-22-59(30-36)46(63)14-12-20-57(6)7/h15-17,19,23-24,26-27,29,33,36,43-44,47,56,62H,10-11,13,18,20-22,25,28,30-32H2,1-9H3,(H,55,64)/t36-,43-,44-,47-/m0/s1",DBYPDLRTUHPBIB-LUPKPCNYSA-N,591410,"US11566007, Example A88",GTPase NRas [G12C],,<10.00
