Mol1,Mol2,Similarity
4,26,0.5332978156632925
4,27,0.5436382754994742
4,28,0.5410350235232619
4,29,0.5462140992167102
4,30,0.5472193074501573
4,31,0.5492883500263575
4,32,0.5488126649076517
4,33,0.5481675392670157
4,34,0.5471300684570827
4,35,0.5439705107951553
4,36,0.5483528161530287
4,37,0.5500786575773466
4,38,0.5479597244303127
4,39,0.5511274252753016
4,40,0.5305793991416309
4,41,0.5492807671816728
4,42,0.5483028720626631
4,43,0.5394036208732694
4,44,0.5319829424307037
4,45,0.5527156549520766
4,46,0.5312667022982362
4,47,0.5453100158982512
4,48,0.5466804979253111
4,49,0.540053050397878
5,6,0.6993511175198269
5,7,0.9118942731277533
5,8,0.7441679626749611
5,9,0.7002341920374707
5,10,0.8320251177394035
5,11,0.7546218487394958
5,12,0.8292887029288702
5,13,0.8351555929352397
5,14,0.7495854063018242
5,15,0.7371847030105777
5,16,0.901541095890411
5,17,0.6606060606060606
5,18,0.6671987230646449
5,19,0.7871956717763751
5,20,0.7730061349693251
5,21,0.7150304083405734
5,22,0.632262996941896
5,23,0.6896290688872067
5,24,0.492497320471597
5,25,0.4794745484400657
5,26,0.48697068403908794
5,27,0.49412393162393164
5,28,0.48860625331213564
5,29,0.4931216931216931
5,30,0.4946808510638298
5,31,0.49492792311799255
5,32,0.49518716577540106
5,33,0.4917946003176284
5,34,0.4951923076923077
5,35,0.49358288770053477
5,36,0.4975715056664868
5,37,0.49840425531914895
5,38,0.4924892703862661
5,39,0.49787460148777896
5,40,0.4798255179934569
5,41,0.49837662337662336
5,42,0.4897206114918292
5,43,0.4875675675675676
5,44,0.4823848238482385
5,45,0.5010810810810811
5,46,0.4799131378935939
5,47,0.4898068669527897
5,48,0.49317226890756305
5,49,0.4892241379310345
6,7,0.6777620396600567
6,8,0.7916360968451944
6,9,0.5720899470899471
6,10,0.6763732627399074
6,11,0.6300784034212402
6,12,0.7035714285714286
6,13,0.6638714185883997
6,14,0.63875088715401
6,15,0.6321678321678321
6,16,0.6899441340782123
6,17,0.5857677902621723
6,18,0.5933147632311978
6,19,0.6725460122699386
6,20,0.6706766917293233
6,21,0.6326070623591284
6,22,0.595352016404648
6,23,0.6110006626905236
6,24,0.569700157811678
6,25,0.5535331905781584
6,26,0.5611052072263549
6,27,0.5727034120734908
6,28,0.570757180156658
6,29,0.576722338204593
6,30,0.5712793733681462
6,31,0.5792522380200106
6,32,0.5821447437929212
6,33,0.577928870292887
6,34,0.573753280839895
6,35,0.5722543352601156
6,36,0.5735449735449736
6,37,0.5790575916230366
6,38,0.5689473684210526
6,39,0.5759791122715404
6,40,0.5544290288153682
6,41,0.5745358090185676
6,42,0.5730629225169007
6,43,0.5638579756226815
6,44,0.5573248407643312
6,45,0.5779427359490986
6,46,0.5575079872204473
6,47,0.5771065182829889
6,48,0.5761658031088083
6,49,0.5652403592181722
7,8,0.748062015503876
7,9,0.728492501973165
7,10,0.8385579937304075
7,11,0.7241379310344828
7,12,0.8286189683860233
7,13,0.8087386644682605
7,14,0.7210056772100568
7,15,0.7093949044585988
7,16,0.9150943396226415
7,17,0.6538131962296486
7,18,0.6674603174603174
7,19,0.8210045662100457
7,20,0.8008849557522124
7,21,0.6816257408975445
7,22,0.6252838758516276
7,23,0.7116704805491991
7,24,0.49572192513368984
7,25,0.48117839607201307
7,26,0.48702702702702705
7,27,0.4965370271710176
7,28,0.4933827421916358
7,29,0.4963041182682154
7,30,0.4978768577494692
7,31,0.4989339019189765
7,32,0.4983991462113127
7,33,0.49814716781365803
7,34,0.49760255727224295
7,35,0.496
7,36,0.49838709677419357
7,37,0.5023898035050451
7,38,0.4965184788430637
7,39,0.5018567639257294
7,40,0.4839412084921067
7,41,0.5016198704103672
7,42,0.4952581664910432
7,43,0.4900269541778976
7,44,0.4856679286100595
7,45,0.501884760366182
7,46,0.48401084010840106
7,47,0.4946409431939979
7,48,0.4994747899159664
7,49,0.491671144545943
8,9,0.6095305832147937
8,10,0.7192608386638237
8,11,0.65625
8,12,0.7659409020217729
8,13,0.7096530920060332
8,14,0.6742944317315027
8,15,0.6579536967886482
8,16,0.7549467275494672
8,17,0.6258116883116883
8,18,0.6139569413511508
8,19,0.7681779298545766
8,20,0.7537437603993344
8,21,0.6780766096169519
8,22,0.6145454545454545
8,23,0.6397735314932768
8,24,0.5380493033226152
8,25,0.5218340611353712
8,26,0.5273120605732828
8,27,0.5387079551521623
8,28,0.5263713080168776
8,29,0.5421750663129974
8,30,0.5374402549123739
8,31,0.5485775630703167
8,32,0.549757934373319
8,33,0.5343551797040169
8,34,0.5405982905982906
8,35,0.5390374331550802
8,36,0.5417789757412399
8,37,0.5460841768779968
8,38,0.5306994127068874
8,39,0.543859649122807
8,40,0.5245098039215687
8,41,0.5468834688346883
8,42,0.5296899632159747
8,43,0.5335135135135135
8,44,0.5276273022751896
8,45,0.5420258620689655
8,46,0.5260586319218241
8,47,0.546191247974068
8,48,0.537007874015748
8,49,0.5366774541531824
9,10,0.6814285714285714
9,11,0.5614814814814815
9,12,0.649962602842184
9,13,0.6347438752783965
9,14,0.5615835777126099
9,15,0.576444769568398
9,16,0.731839258114374
9,17,0.5128805620608899
9,18,0.5461876832844574
9,19,0.6409836065573771
9,20,0.6291866028708134
9,21,0.5151975683890577
9,22,0.5176056338028169
9,23,0.5595567867036011
9,24,0.49281532730175626
9,25,0.4831154684095861
9,26,0.49135135135135133
9,27,0.4936373276776246
9,28,0.48816412414518673
9,29,0.4942166140904311
9,30,0.49498151082937136
9,31,0.49920255183413076
9,32,0.5002663825253063
9,33,0.49447077409162715
9,34,0.4970791290493893
9,35,0.4946865037194474
9,36,0.4970540974825924
9,37,0.501852832186342
9,38,0.49919743178170145
9,39,0.4989440337909187
9,40,0.4850624660510592
9,41,0.49785177228786254
9,42,0.49710678590215673
9,43,0.4871244635193133
9,44,0.48517520215633425
9,45,0.5029554003224073
9,46,0.48593073593073594
9,47,0.49412393162393164
9,48,0.49973808276584597
9,49,0.4879743452699091
10,11,0.6782802075611564
10,12,0.7600596125186289
10,13,0.7610156833457804
10,14,0.6808823529411765
10,15,0.6782861292665214
10,16,0.8396009209516501
10,17,0.5911854103343465
10,18,0.6143977191732003
10,19,0.7181528662420382
10,20,0.7099533437013997
10,21,0.6349809885931559
10,22,0.756079027355623
10,23,0.6515775034293553
10,24,0.5633579725448785
10,25,0.5503500269251481
10,26,0.5588235294117647
10,27,0.5655608214849921
10,28,0.5644654088050315
10,29,0.5663531870428422
10,30,0.5658101730466701
10,31,0.5671406003159558
10,32,0.5699947173798204
10,33,0.5716535433070866
10,34,0.5690928270042194
10,35,0.566754617414248
10,36,0.5638579756226815
10,37,0.5703043022035676
10,38,0.5634249471458774
10,39,0.5721784776902887
10,40,0.5495978552278821
10,41,0.5673230441724322
10,42,0.5651720542231491
10,43,0.5574468085106383
10,44,0.5508790623335109
10,45,0.5682421667551779
10,46,0.5535331905781584
10,47,0.5640889830508474
10,48,0.5658713692946058
10,49,0.5596816976127321
11,12,0.7901861252115059
11,13,0.7468982630272953
11,14,0.7739130434782608
11,15,0.7559523809523809
11,16,0.7208
11,17,0.6830601092896175
11,18,0.7587108013937283
11,19,0.6742556917688266
11,20,0.6635434412265758
11,21,0.7419945105215004
11,22,0.6324110671936759
11,23,0.6983503534956795
11,24,0.4588930682428802
11,25,0.44353070175438597
11,26,0.4529123571039739
11,27,0.45985010706638113
11,28,0.45305039787798407
11,29,0.4622741764080765
11,30,0.4621131270010672
11,31,0.4567769477054429
11,32,0.46009641135511514
11,33,0.46014877789585545
11,34,0.46327077747989276
11,35,0.46162104133118625
11,36,0.4582210242587601
11,37,0.4642857142857143
11,38,0.4588488434642281
11,39,0.4630122405534859
11,40,0.447973713033954
11,41,0.46446011937059145
11,42,0.45665961945031713
11,43,0.4552360282148671
11,44,0.45231607629427795
11,45,0.46720867208672084
11,46,0.44191096634093374
11,47,0.4514745308310992
11,48,0.46178176067474963
11,49,0.4570037858301785
12,13,0.7694155324259407
12,14,0.7090327737809752
12,15,0.6991358994501178
12,16,0.8225283630470016
12,17,0.6421940928270042
12,18,0.7583056478405316
12,19,0.8059299191374663
12,20,0.7834782608695652
12,21,0.6966101694915254
12,22,0.6165919282511211
12,23,0.6642120765832106
12,24,0.5083109919571046
12,25,0.49398249452954046
12,26,0.5029875067897882
12,27,0.5098877605558525
12,28,0.5002644103648863
12,29,0.5103338632750397
12,30,0.5095744680851064
12,31,0.5106837606837606
12,32,0.5117773019271948
12,33,0.5066172578083642
12,34,0.5101495726495726
12,35,0.5093632958801498
12,36,0.5102370689655172
12,37,0.5132978723404256
12,38,0.5123789020452099
12,39,0.5127523910733263
12,40,0.4991798797156916
12,41,0.5143475906876015
12,42,0.5084566596194503
12,43,0.5035154137371552
12,44,0.5024469820554649
12,45,0.5178571428571429
12,46,0.49430276722734673
12,47,0.5040214477211796
12,48,0.5094637223974764
12,49,0.505933117583603
13,14,0.7463175122749591
13,15,0.7203187250996016
13,16,0.8046623794212219
13,17,0.6457627118644068
13,18,0.6598586017282011
13,19,0.7248495270851246
13,20,0.7129707112970711
13,21,0.7004255319148937
13,22,0.6306646525679759
13,23,0.6823266219239373
13,24,0.4933545986177565
13,25,0.4772481040086674
13,26,0.48388829215896884
13,27,0.4949655537890832
13,28,0.4941983122362869
13,29,0.4955333683657383
13,30,0.4963041182682154
13,31,0.4965553789083201
13,32,0.49522799575821846
13,33,0.4950026301946344
13,34,0.4960254372019078
13,35,0.4936373276776246
13,36,0.4951923076923077
13,37,0.5
13,38,0.4925531914893617
13,39,0.5002638522427441
13,40,0.47840172786177104
13,41,0.49839055793991416
13,42,0.4937106918238994
13,43,0.4892703862660944
13,44,0.4825362708221386
13,45,0.4994646680942184
13,46,0.48008611410118407
13,47,0.49148029818956335
13,48,0.495565988523735
13,49,0.4901122394441475
14,15,0.7523089840470193
14,16,0.7191455696202531
14,17,0.6801437556154537
14,18,0.6661224489795918
14,19,0.6715643906655142
14,20,0.6596638655462185
14,21,0.7382671480144405
14,22,0.6355799373040752
14,23,0.8034682080924855
14,24,0.4675603217158177
14,25,0.45879120879120877
14,26,0.46728462377317337
14,27,0.46769887880405764
14,28,0.46861702127659577
14,29,0.4716180371352785
14,30,0.4699308142629058
14,31,0.46616941928609484
14,32,0.46951871657754013
14,33,0.4710568242166755
14,34,0.47033671833244256
14,35,0.46948608137044967
14,36,0.4692887931034483
14,37,0.4728723404255319
14,38,0.4714747039827772
14,39,0.47629195524773577
14,40,0.4608219178082192
14,41,0.4731997834325934
14,42,0.47217806041335453
14,43,0.46796959826275786
14,44,0.46271094175285793
14,45,0.47993492407809113
14,46,0.45543478260869563
14,47,0.46170326727370115
14,48,0.47337901950448075
14,49,0.46731496488384655
15,16,0.7754442649434572
15,17,0.7860508953817154
15,18,0.76732249786142
15,19,0.6531645569620254
15,20,0.6406890894175554
15,21,0.8475378787878788
15,22,0.7142857142857143
15,23,0.6940184049079755
15,24,0.4873451803984922
15,25,0.47495872317006055
15,26,0.4833424358274167
15,27,0.4873994638069705
15,28,0.48507462686567165
15,29,0.4888297872340426
15,30,0.48957776590058794
15,31,0.4874129619710766
15,32,0.4892588614393126
15,33,0.4851222104144527
15,34,0.4900697799248524
15,35,0.48844707146695326
15,36,0.48036578805809577
15,37,0.49172450613988256
15,38,0.4921579232017307
15,39,0.4919957310565635
15,40,0.47613823368074604
15,41,0.48272138228941686
15,42,0.4870026525198939
15,43,0.4863834422657952
15,44,0.477124183006536
15,45,0.49918345127925967
15,46,0.4722222222222222
15,47,0.4822389666307858
15,48,0.48891235480464623
15,49,0.4864425162689805
16,17,0.6331409727947238
16,18,0.6490421455938697
16,19,0.7844677137870855
16,20,0.7662997459779848
16,21,0.684863523573201
16,22,0.6197494473102432
16,23,0.6751824817518248
16,24,0.5189333333333334
16,25,0.5057158410451824
16,26,0.511326860841424
16,27,0.5196599362380446
16,28,0.5147679324894515
16,29,0.5208223510806537
16,30,0.5225225225225225
16,31,0.5220627325890483
16,32,0.5223642172523961
16,33,0.5227272727272727
16,34,0.5223404255319148
16,35,0.5199574241617881
16,36,0.5184590690208668
16,37,0.5254237288135594
16,38,0.5197649572649573
16,39,0.5256749602964531
16,40,0.5067824199674443
16,41,0.5209452201933404
16,42,0.5189274447949527
16,43,0.5142549757934374
16,44,0.5099838100377766
16,45,0.5268817204301075
16,46,0.5075675675675676
16,47,0.5187165775401069
16,48,0.5222629649030907
16,49,0.5158176943699732
17,18,0.8306930693069307
17,19,0.7595959595959596
17,20,0.7344357976653697
17,21,0.9266666666666666
17,22,0.7945075757575758
17,23,0.6381578947368421
17,24,0.3960504662643993
17,25,0.3860438942037141
17,26,0.39220055710306406
17,27,0.39574235807860264
17,28,0.38939967550027044
17,29,0.3979426096372496
17,30,0.3952225841476656
17,31,0.39433551198257083
17,32,0.39672131147540984
17,33,0.39200863930885527
17,34,0.397596941561988
17,35,0.3966083150984683
17,36,0.3951568519537699
17,37,0.3990228013029316
17,38,0.39900935608145294
17,39,0.398590021691974
17,40,0.38599439775910366
17,41,0.3956953642384106
17,42,0.3963282937365011
17,43,0.39788536449638284
17,44,0.3861111111111111
17,45,0.40866185452526377
17,46,0.38264738598442716
17,47,0.39166209544706526
17,48,0.3979591836734694
17,49,0.3967902600996126
18,19,0.6824978012313104
18,20,0.6658141517476556
18,21,0.7904135338345865
18,22,0.7173732335827099
18,23,0.6461187214611872
18,24,0.4657312466270912
18,25,0.45444505797901713
18,26,0.46301369863013697
18,27,0.46745562130177515
18,28,0.4628937533368927
18,29,0.4667021843367075
18,30,0.4657754010695187
18,31,0.46512875536480686
18,32,0.46770721205597415
18,33,0.4630122405534859
18,34,0.46774193548387094
18,35,0.4668820678513732
18,36,0.4642857142857143
18,37,0.47030497592295345
18,38,0.4728555917480999
18,39,0.46823278163374266
18,40,0.4564977973568282
18,41,0.46500271296798695
18,42,0.46961620469083154
18,43,0.46372067648663395
18,44,0.45842450765864334
18,45,0.48059048660470205
18,46,0.4527063969382176
18,47,0.45983827493261453
18,48,0.4716180371352785
18,49,0.46387832699619774
19,20,0.9565677966101694
19,21,0.7205741626794259
19,22,0.6601694915254237
19,23,0.6265822784810127
19,24,0.4272428884026258
19,25,0.41727425687044306
19,26,0.42151968940654466
19,27,0.4267827980402831
19,28,0.41635287789133946
19,29,0.4279546681057744
19,30,0.4276422764227642
19,31,0.42841589548176373
19,32,0.42935079105291873
19,33,0.4250269687162891
19,34,0.4286492374727669
19,35,0.4277141298417894
19,36,0.42880703683342497
19,37,0.4314363143631436
19,38,0.4248223072717332
19,39,0.4301948051948052
19,40,0.41787709497206704
19,41,0.4318056322473771
19,42,0.4224369296833065
19,43,0.42556723851687883
19,44,0.4193011647254576
19,45,0.43305785123966944
19,46,0.41745414118954977
19,47,0.4267690619857378
19,48,0.42467948717948717
19,49,0.42668136714443217
20,21,0.7012025901942646
20,22,0.6488046166529267
20,23,0.6230650154798761
20,24,0.44492911668484186
20,25,0.4338358458961474
20,26,0.43867403314917125
20,27,0.44438415626695604
20,28,0.43531937734836285
20,29,0.44695745826602046
20,30,0.4451647757968666
20,31,0.4460119370591427
20,32,0.44776931447225243
20,33,0.44247311827956987
20,34,0.44703965236284626
20,35,0.44613710554951036
20,36,0.4465753424657534
20,37,0.44894651539708263
20,38,0.4409363091997823
20,39,0.447680690399137
20,40,0.43437152391546163
20,41,0.449642267473858
20,42,0.44212218649517687
20,43,0.44346387203530063
20,44,0.43567090005521814
20,45,0.4500548847420417
20,46,0.43466223698781836
20,47,0.44450519409513395
20,48,0.4427277570591369
20,49,0.4445054945054945
21,22,0.7688123300090662
21,23,0.6691116544417278
21,24,0.4220885729907053
21,25,0.4127874369040942
21,26,0.41865630205441423
21,27,0.42165397170837865
21,28,0.4135702746365105
21,29,0.4244060475161987
21,30,0.420995670995671
21,31,0.420966865833786
21,32,0.42343324250681197
21,33,0.4168908015061861
21,34,0.4235166031573217
21,35,0.42257360959651036
21,36,0.42206366630076836
21,37,0.42478354978354976
21,38,0.42668863261943984
21,39,0.4258658008658009
21,40,0.41261864879955334
21,41,0.42345814977973567
21,42,0.4227248249865374
21,43,0.4242928452579035
21,44,0.4125138427464009
21,45,0.43576965669988926
21,46,0.4083102493074792
21,47,0.41849015317286653
21,48,0.4234475374732334
21,49,0.4230557087699945
22,23,0.6147660818713451
22,24,0.48494623655913977
22,25,0.47414741474147415
22,26,0.4833424358274167
22,27,0.4866023579849946
22,28,0.48665955176093917
22,29,0.4880382775119617
22,30,0.48560767590618337
22,31,0.4826481580352376
22,32,0.4876609442060086
22,33,0.4843335103558152
22,34,0.4892703862660944
22,35,0.48764769065520946
22,36,0.48355795148247976
22,37,0.48933901918976547
22,38,0.48893685914732865
22,39,0.4904051172707889
22,40,0.47371303395399783
22,41,0.4875406283856988
22,42,0.4870026525198939
22,43,0.4863834422657952
22,44,0.47391304347826085
22,45,0.495114006514658
22,46,0.4714207947740882
22,47,0.4790547798066595
22,48,0.48891235480464623
22,49,0.4856368563685637
23,24,0.5215540180947312
23,25,0.5100598151169113
23,26,0.517259978425027
23,27,0.5230769230769231
23,28,0.5253968253968254
23,29,0.5250131648235914
23,30,0.5243128964059197
23,31,0.5222457627118644
23,32,0.5241635687732342
23,33,0.5245123879810226
23,34,0.5249469214437368
23,35,0.5241892610313663
23,36,0.5235294117647059
23,37,0.5263991552270327
23,38,0.5272727272727272
23,39,0.5282620179609087
23,40,0.5135722041259501
23,41,0.5276732939279957
23,42,0.5223097112860893
23,43,0.5185384202041913
23,44,0.5142857142857142
23,45,0.5327956989247312
23,46,0.5094339622641509
23,47,0.5181043663471778
23,48,0.5304302203567681
23,49,0.5200856989823246
24,25,0.9248554913294798
24,26,0.9289398280802292
24,27,0.9930151338766007
24,28,0.8714596949891068
24,29,0.964123006833713
24,30,0.9855574812247256
24,31,0.9549343981745579
24,32,0.9493166287015945
24,33,0.9213608477412158
24,34,0.9826388888888888
24,35,0.9860627177700348
24,36,0.9101628298708591
24,37,0.9815880322209436
24,38,0.9044692737430168
24,39,0.9804597701149426
24,40,0.9401858304297329
24,41,0.9100112485939258
24,42,0.8962108731466227
24,43,0.9748684979544127
24,44,0.9377521613832853
24,45,0.9166666666666666
24,46,0.9270114942528735
24,47,0.9418140330861381
24,48,0.8756756756756757
24,49,0.9876905041031653
25,26,0.9688249400479616
25,27,0.9206896551724137
25,28,0.8489525909592062
25,29,0.8947664603263928
25,30,0.9138619509412436
25,31,0.9279538904899135
25,32,0.9190120620333142
25,33,0.875627440044618
25,34,0.9097658480868075
25,35,0.9128939828080229
25,36,0.9279907084785134
25,37,0.9102272727272728
25,38,0.9076834862385321
25,39,0.9124502558271745
25,40,0.9491626794258373
25,41,0.8850967007963595
25,42,0.8874580067189249
25,43,0.9013840830449827
25,44,0.9408284023668639
25,45,0.9070034443168772
25,46,0.9692956050571945
25,47,0.9381563593932322
25,48,0.8718232044198895
25,49,0.9127167630057803
26,27,0.9247863247863248
26,28,0.8555008210180624
26,29,0.9075112107623319
26,30,0.9179864253393665
26,31,0.932
26,32,0.9486439699942296
26,33,0.8665568369028006
26,34,0.9391853126792886
26,35,0.9424294761082326
26,36,0.9309551208285386
26,37,0.915445321307779
26,38,0.909710391822828
26,39,0.919819311123659
26,40,0.9497041420118343
26,41,0.9121004566210046
26,42,0.8927777777777778
26,43,0.9100286532951289
26,44,0.942589338019918
26,45,0.9112122936824132
26,46,0.9407276995305164
26,47,0.9188571428571428
26,48,0.8844248761695102
26,49,0.9202066590126292
27,28,0.8718783930510315
27,29,0.957579185520362
27,30,0.9810453762205629
27,31,0.9528676888131743
27,32,0.9461756373937678
27,33,0.9162971175166297
27,34,0.9758620689655172
27,35,0.9792387543252595
27,36,0.9093959731543624
27,37,0.9748571428571429
27,38,0.9005555555555556
27,39,0.973744292237443
27,40,0.9359122401847575
27,41,0.9071068830442082
27,42,0.8944778567523237
27,43,0.9680789320951828
27,44,0.9335243553008596
27,45,0.9126539753639418
27,46,0.923956546598056
27,47,0.9398069278818852
27,48,0.8791149487317863
27,49,0.980791618160652
28,29,0.8631974248927039
28,30,0.8728354978354979
28,31,0.8623853211009175
28,32,0.8542227003765466
28,33,0.8403183023872679
28,34,0.8638573743922204
28,35,0.8636363636363636
28,36,0.8419354838709677
28,37,0.8675282714054927
28,38,0.8607046070460704
28,39,0.8706199460916442
28,40,0.8642659279778393
28,41,0.8367346938775511
28,42,0.853411513859275
28,43,0.8494565217391304
28,44,0.8645374449339207
28,45,0.8600108518719479
28,46,0.8504109589041096
28,47,0.8499730167296277
28,48,0.8321971683272156
28,49,0.8600217864923747
29,30,0.9527824620573356
29,31,0.923375902276513
29,32,0.9254312743461325
29,33,0.9048140043763676
29,34,0.9576031656302996
29,35,0.9597505668934241
29,36,0.8905992303463441
29,37,0.9512331838565022
29,38,0.8851203501094091
29,39,0.9501679731243001
29,40,0.9084745762711864
29,41,0.8956377691882937
29,42,0.8803879310344828
29,43,0.9497716894977168
29,44,0.9127743387732132
29,45,0.8927392739273927
29,46,0.8970341354224958
29,47,0.9106052193225985
29,48,0.8723972237052856
29,49,0.9599771297884505
30,31,0.9513849632560769
30,32,0.938167509836987
30,33,0.9160684704583103
30,34,0.9697488584474886
30,35,0.9719519175729823
30,36,0.9060066740823137
30,37,0.9687854710556186
30,38,0.8961899503036996
30,39,0.9710391822827938
30,40,0.930045871559633
30,41,0.9037284362826934
30,42,0.8922742110990207
30,43,0.9630911188004614
30,44,0.9277177006260672
30,45,0.9092427616926503
30,46,0.9258836944127709
30,47,0.9383832673827021
30,48,0.8739946380697051
30,49,0.9734257654534951
31,32,0.9792746113989638
31,33,0.888646288209607
31,34,0.9407783417935702
31,35,0.9439728353140917
31,36,0.9100055897149245
31,37,0.9421673217293656
31,38,0.9064587973273942
31,39,0.9432902863559798
31,40,0.9331797235023042
31,41,0.9002785515320334
31,42,0.8981937602627258
31,43,0.9328018223234624
31,44,0.9297142857142857
31,45,0.9186307519640853
31,46,0.951332560834299
31,47,0.9866356769320163
31,48,0.8807339449541285
31,49,0.9429549343981746
32,33,0.8864628820960698
32,34,0.959521094640821
32,35,0.9628146453089245
32,36,0.9003340757238307
32,37,0.9377453729669097
32,38,0.897891231964484
32,39,0.9388670779584969
32,40,0.9253302699597932
32,41,0.9151208544125914
32,42,0.889798145117294
