SMILES,Formula,Molecular weight,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds
OC[C@@H](N1CCCn2cc(cc2C1=O)-c1ccnc(NC2CC3(COC3)C2)n1)c1ccccc1,C26H29N5O3,459.227039788,3.1155000000000017,2,7,92.51,6
Cc1ccc(NC(=O)c2ccnc(c2)C(C)(F)F)cc1-c1cc(N2CCOCC2)c(=O)n(CCC#N)c1,C27H27F2N5O3,507.208196164,4.333000000000004,1,7,100.25,7
COc1cc2CCN(Cc3cnc(N)nc3N)[C@H](C)c2c2OCOc12,C17H21N5O3,343.16443953199996,1.4976000000000003,2,8,108.75,3
C\C=C(\C)C(=O)OCC1(C)[C@@H]2C[C@@H](C)[C@@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(C)=C[C@@H]([C@H]12)C4=O,C30H40O7,512.2774036199999,3.849400000000003,2,7,110.13,5
NCCCOc1ccccc1C(=O)Nc1nc2ccc(Oc3ccccc3)cc2s1,C23H21N3O3S,419.13036253200005,5.068500000000004,2,6,86.47,8
C[C@@H]1C[C@H](N)CN(C1)c1c2CC[C@H](O)c2ncc1NC(=O)c1ccc(F)c(n1)-c1c(F)cc(cc1F)C(C)(C)O,C29H32F3N5O3,555.245724544,4.193700000000004,4,7,124.6,5
OP(O)(=O)C(F)(Cc1cccnc1)P(O)(O)=O,C7H10FNO6P2,284.99673851999995,0.6028,4,3,127.95000000000002,4
CN(C)c1cc(Nc2nn(cc2C(N)=O)[C@H]2COCC[C@@H]2C#N)cc(F)n1,C17H20FN7O2,373.16625110000007,1.42688,2,8,122.09000000000002,5
CCOc1cc(-c2ccc(nc2)N2CCN(CC2)C(=O)[C@@H](O)C(C)C)c2c(cnn2c1)C#N,C24H28N6O3,448.222288756,2.33218,1,8,106.99000000000001,6
CC(N1CC2CCC(C1)O2)C(=O)Nc1cc(ccc1OC(F)(F)F)C(=O)Nc1ccc(nc1)-c1cccc(F)c1,C28H26F4N4O4,558.189018192,5.228800000000004,2,6,92.79,7
O=C(N1CCCC1c1cnccn1)c1cc(on1)-c1ccc2OCOc2c1,C19H16N4O4,364.11715499199994,2.837600000000001,0,7,90.58000000000001,3
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccc(NC(=O)N4CCN(C)CC4)c4ccccc34)c21,C33H33N7O3,575.264487916,6.299460000000006,2,7,112.41,4
CN(C)CC(=O)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1,C26H32N6O2,460.25867426400004,3.758680000000002,2,5,105.12,6
Cn1cc(cn1)-c1cc(-c2ccc(nc2)N2[C@H]3CC[C@@H]2C[C@H](O)C3)c2c(cnn2c1)C#N,C24H23N7O,425.19640835600006,3.1605800000000013,1,8,95.27000000000001,3
Br.OC(=O)CCCn1nc(ccc1=N)-c1ccc(OCc2cccc(c2)[N+]([O-])=O)cc1,C21H21BrN4O5,488.06953187199997,3.9594700000000023,2,7,131.34,9
O=C(CC#N)N[C@H]1CC[C@H](CCN2CCC(CC2)c2cccc3OCOc23)CC1,C23H31N3O3,397.23654185199996,3.5734800000000027,1,5,74.59,6
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)noc3C)c21,C22H20N4O3,388.15354049999996,5.268380000000004,1,6,89.97000000000001,3
CCOc1ccc(NC(=O)CN(C)C(=O)c2ccc(COc3ccccc3)cc2)cc1OCC,C27H30N2O5,462.21547205999997,4.773700000000004,1,5,77.10000000000001,11
Cc1cc(C)c2nc(S)n(CCc3ccc(cc3)S(N)(=O)=O)c(=O)c2c1,C18H19N3O3S2,389.08678346799996,2.19214,2,6,95.05000000000001,4
Clc1ccc(cc1)N(C[C@@H]1CNC[C@H]1Cc1ccccc1)c1ccccc1,C24H25ClN2,376.17062648,5.556400000000005,1,2,15.27,6
Cc1cccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(CC(=O)NCCSCc3csc(N=C(N)N)n3)C2=O)c1,C32H33N9O3S2,655.214777916,3.737820000000001,5,8,180.19,11
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,C30H29ClN6O3,556.1989664680001,5.932480000000005,2,8,112.39999999999999,11
Clc1ccccc1Cn1cnc(c1)-c1cc(ccn1)-c1c[nH]nn1,C17H13ClN6,336.0890220960001,3.4319000000000015,1,5,72.28,4
CN(C)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,C20H21NO4,339.147058152,2.9259000000000013,1,5,62.910000000000004,6
CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCC(F)(F)CC4)c(c3)[N+]([O-])=O)c(Oc3cc4cc[nH]c4cc3F)c2)=C(C1)c1ccc(Cl)cc1,C47H50ClF3N6O6S,918.31531666,10.80289999999999,3,9,149.91,13
NC(=O)c1ccc(N[C@H]2CCCNC2)c2cc([nH]c12)-c1cccc(F)c1,C20H21FN4O,352.16993951200004,3.2368000000000015,4,3,82.94,4
COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,C15H14BrNO4S,382.98269102800003,2.505300000000001,1,4,72.47,5
CC(C)c1c([nH]c2ccc(nc12)N1CC(C1)NC1CCOCC1)-c1cn2ncnc2c(C)c1C,C26H33N7O,459.27465867600006,3.9700400000000027,2,7,83.37,5
Cc1cn(Cc2ccc(cc2)C(N)=O)c2cc(ccc12)C(=O)Nc1c(Cl)cncc1Cl,C23H18Cl2N4O2,452.080681176,5.051020000000003,2,4,90.01,5
COCCCC\C(=N/OCCN)c1ccc(cc1)C(F)(F)F,C15H21F3N2O2,318.155512572,3.201500000000001,1,4,56.84,9
CN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(s1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C21H22N4O6S,458.12600542399986,1.97722,4,7,152.69,9
CCOc1cc(-c2ccc(nc2)N2CC[C@@H](NC(=O)OC(C)(C)C)[C@@H](O)C2)c2c(cnn2c1)C#N,C25H30N6O4,478.23285344000004,3.130980000000002,2,9,125.00999999999999,5
Cc1ccc(C(=O)c2c(-c3ccccc3)n(C)n(-c3ccccc3)c2=O)c(N)c1-c1ccc2nc(sc2c1)C(F)(F)F,C32H23F3N4O2S,584.1493816359999,7.260120000000003,1,7,82.91,5
OC(=O)[C@H](CNC(=O)c1ccc(OCCC2CCNCC2)cc1)NS(=O)(=O)c1ccccc1,C23H29N3O6S,475.177706648,1.6165999999999998,4,6,133.83,11
CN1CCC(C(CSCC(=O)N2CCCCC2)C1)c1ccc(Cl)cc1,C20H29ClN2OS,380.168912228,4.121000000000003,0,3,23.550000000000004,5
Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F,C17H14ClF2IN2O2,477.975659808,5.037800000000002,2,3,50.36,6
COc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(OC)c(OC)c2o1,C19H18O7,358.1052529159999,3.200000000000002,1,7,87.36000000000001,5
CCOc1cccc(c1)-c1cc(ccc1C#CC(O)(c1cncn1C)c1ccc(cc1)C#N)C#N,C29H22N4O2,458.1742759440001,4.516760000000004,1,6,94.85999999999999,5
Fc1ccccc1NC(=O)CN1C(=O)c2ccccc2C1=O,C16H11FN2O3,298.075370432,2.0604,1,3,66.48,3
FC(F)(F)Oc1cccc(c1)-c1cnc2ccc(N[C@H]3CC[C@@H](CC3)C#N)nn12,C20H18F3N5O,401.1463448560001,4.7891800000000035,1,6,75.24,4
Cc1cccc(CNC(=O)c2cccc(c2)-c2ccc(cc2)S(=O)(=O)CC(O)=O)c1,C23H21NO5S,423.11404377199995,3.4503200000000014,2,4,100.53999999999999,7
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,C50H74N8O12,978.542619808,0.3483000000000074,7,12,287.18,26
Clc1nccc(C(=O)N2CCc3c(C2)[nH]nc3-c2ccccc2)c1Cl,C18H14Cl2N4O,372.05446642799996,3.977000000000003,1,3,61.88,2
COCc1cc(NC(=O)c2ccc(F)cc2)cc(c1)C1(C)CCSC(N)=N1,C20H22FN3O2S,387.1416761640001,3.891200000000002,2,5,76.71,5
CCc1c([nH]c2ccc(cc12)C1CCN(CC(O)=O)CC1)-c1ccnc(C)c1,C23H27N3O2,377.21032710400004,4.364720000000003,2,3,69.22,5
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,C16H16ClN3O3S,365.060090052,2.0834,2,4,92.5,3
C[C@H](Nc1nn(C)c(=O)c2cccnc12)[C@@H](N(C)C)c1ccc(cc1)C(O)=O,C20H23N5O3,381.18008959599996,2.13,2,7,100.35,6
CC(Nc1ncc(cn1)C(=O)NO)c1ccncc1,C12H13N5O2,259.106924656,1.1637000000000002,3,6,100.03,4
CN(C\C=C\c1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(cc2)C2CC2)c1C)C(=O)C=C,C28H28FN5O2,485.2227033559999,4.960620000000004,2,5,101.20999999999998,8
Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CC[C@@H](CC1)NC(=O)\C=C\CN1CCOCC1,C31H35N7O3,553.28013798,4.356100000000003,2,9,120.42000000000002,8
CCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,C20H33BN2O4,376.253337936,1.8371000000000004,4,4,98.66000000000001,12
Cc1cc(no1)[C@H](C1CCOCC1)n1c2cc(ccc2c2ncc(cc12)-c1c(C)nnn1C)C(C)(C)O,C28H32N6O3,500.25358888400007,4.833240000000005,1,9,104.02,5
CN(C)C(=O)c1cncc(Nc2snc(C)c2C(=O)Nc2ccc(F)c(F)c2)n1,C18H16F2N6O2S,418.102351192,3.2174200000000006,2,7,100.11,5
CCOc1cc(-c2ccc(nc2)N2CCN(CC2)C(=O)Cc2ccc(F)cn2)c2c(cnn2c1)C#N,C26H24FN7O2,485.19755122800007,3.092080000000001,0,8,99.65,6
C[C@]1(CO[C@](C)(C(N)=N1)C(F)(F)F)c1nc(NC(=O)c2ncc(cc2N)C(F)(F)F)ccc1F,C19H17F7N6O2,494.1301213240001,3.3926000000000007,3,7,128.51,3
CC1(C)CN(C[C@H](F)[C@@H]1Oc1ccc(cc1C#N)-c1ncnc(Nc2ccc(cc2)N2CCN(CC2)C2COC2)n1)C(=O)CO,C32H37FN8O4,616.2921798840001,2.620880000000001,2,11,139.96999999999997,8
C(Sc1ccccc1)c1ccc(CSc2ccccc2)cc1,C20H18S2,322.084992576,6.271200000000004,0,2,0.0,6
CCCN1c2ccccc2C(=N[C@H](NC(=O)Nc2cccc(C)c2)C1=O)N1CCN(C)CC1,C25H32N6O2,448.25867426400004,2.8934200000000017,2,5,80.28,4
CS(=O)(=O)N1CCC(CC1)Nc1n[nH]c2ccc(cc12)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,C26H26Cl2N4O2S,528.115352432,5.885800000000005,2,4,78.09,6
COc1cc(cc(OC)c1OC)C1=C(C(=O)NC1=O)c1cn(CCCO)c2ccccc12,C24H24N2O6,436.163436488,2.6167000000000007,2,7,99.02000000000002,8
NCC=CC(=N)c1ccn2c(cnc2c1)-c1cccc(NC(=O)NCC(F)(F)F)c1,C20H19F3N6O,416.15724388800004,3.567870000000002,4,5,108.30000000000001,6
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,C35H30N4O4,570.22670544,5.906800000000006,1,6,77.73,3
COc1cc2nc(C)oc2c(C[C@]2(C)[C@@H](C)CC[C@]3(C)[C@H]2CCC=C3C)c1O,C24H33NO3,383.246043916,6.191720000000006,1,4,55.49000000000001,3
CC(C)C[C@H](N[C@@H](c1ccc(cc1)-c1ccc(cc1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(C)(C)C#N,C25H30F3N3O3S,509.19599747999996,4.783180000000003,2,5,99.06,9
CCOc1cccnc1Oc1cncc(c1)-c1ncc(cn1)C(=O)N[C@]1(CO)CCOC1,C22H23N5O5,437.16991883599997,2.0057999999999994,2,9,128.58,8
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)Cc1c4[nH]c2[C@@H]3Oc4c6c(C[C@H]7N(C)CC[C@@]36[C@@]7(O)Cc12)ccc4O)ccc5O,C34H35N3O6,581.2525858399999,2.2637000000000005,5,8,121.65,0
Cc1nc2ccccc2n2c(nnc12)-c1cc(OCC(=O)c2ccccn2)ccc1Cl,C23H16ClN5O2,429.099252432,4.5630200000000025,0,7,82.27,5
CC(C)Nc1ncnc2n(ncc12)-c1ccc(Cl)cc1,C14H14ClN5,287.093773128,3.289200000000001,1,5,55.63,3
COC(=O)CC(NCC1CN=C(c2ccccc2F)c2ccccc2N1C)c1ccccc1,C27H28FN3O2,445.216555356,4.375500000000003,1,5,53.93,7
CC(C)N1CCN(CC1)C(=S)SCCOc1ccc2c(C)cc(=O)oc2c1,C20H26N2O3S2,406.13848469199996,3.524320000000002,0,6,45.92,5
CC(C)(C)c1ccc(CS(=O)(=O)CC(=O)N=c2scc(CC(O)=O)n2O)cc1,C18H22N2O6S2,426.09192842399995,1.7538,2,7,126.03000000000002,6
COc1ccc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc23)cc1OC,C30H43N3O5,525.320271476,4.1316000000000015,3,7,101.94000000000001,10
CCC(CC)(Cc1ccc(s1)C(=O)Oc1ccc(cc1F)C(N)=N)C(=O)N[C@@H](Cc1nn[nH]n1)C(O)=O,C23H26FN7O5S,531.1700161520001,2.06457,5,9,197.03,12
OCC1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c1ccccc1,C23H28N2O3,380.20999275599996,2.4880000000000004,1,4,53.010000000000005,5
OC(=O)c1ccn(n1)C(=O)N1C[C@@H]2C[C@H](C[C@@H]2C1)OCc1ccccc1Cl,C19H20ClN3O4,389.1142338,3.1300000000000017,1,5,84.66,4
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,C21H31N5O2,385.24777523200004,2.0881999999999996,0,6,69.64000000000001,6
COc1ccc(CN2CCN(CC2)c2ccccc2F)c(OC)c1,C19H23FN2O2,330.17435619599996,3.1651000000000016,0,4,24.94,5
CNS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n(C3CCCC3)c2n1,C18H26N6O3S,406.178709692,1.247099999999999,2,7,109.22000000000001,5
COc1cccc(n1)-c1nc(N[C@H](C)C2CC2)nc(N[C@H](C)C2CC2)n1,C19H26N6O,354.216809452,3.3630000000000013,2,7,84.85000000000001,8
CC(C)n1ncnc1-c1nc-2c(CCOc3cc(ccc-23)-c2cnn(CC(C)(C)O)c2)s1,C23H26N6O2S,450.183795072,4.218800000000004,1,9,90.88000000000001,5
Cc1c(NC(=O)c2ccc(cc2)C2CC2)cc(F)cc1-c1ncnc2[nH]c(cc12)C1=CCN(CC1)C(=O)N1CCCC1,C33H33FN6O2,564.2649025160001,6.507020000000008,2,4,94.21999999999998,5
N[C@H]1CCCN(C1)c1c(NC(=O)c2nc(c(F)cc2N)-c2c(F)cccc2F)cnc2NCCCc12,C25H26F3N7O,497.21509311200003,3.681000000000002,4,7,122.19,4
CCOP(O)(=O)CCC(NC(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3c2)cc1)C(O)=O,C21H25N6O7P,504.15223377,1.3073999999999997,6,9,209.61999999999998,11
CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,C9H13O5P,232.050060146,1.6931999999999998,0,5,61.83,1
CN(Cc1ccccc1)C(=O)c1ccc(s1)C(=O)C(F)(F)F,C15H12F3NO2S,327.054084284,3.7653000000000025,0,3,37.38,4
C[C@@H](NC(=O)c1nn(c2c1CN(C\C2=C/c1ccc(F)cc1)C(=O)c1nc[nH]n1)-c1ccc(Cl)cc1Cl)c1ccccc1,C31H24Cl2FN7O2,615.1352565880001,6.123900000000005,2,6,108.8,6
FC1(F)CCC(CC1)NC(=O)C(N(C(=O)CCl)c1cccc2n(ccc12)C1CC1)c1cncnc1,C25H26ClF2N5O2,501.17430919200007,4.773400000000003,1,5,80.12,7
CC(C)COc1nc(ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1)C(F)(F)F,C21H25F4N3O4S,491.15019015999997,4.065700000000002,2,5,97.38999999999999,9
CC[C@H]1COCC[C@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCN(CC1)c1cccc(c1)C(F)(F)F,C27H40F3N3O2,495.30726218,4.953600000000004,1,4,44.81,6
CCN1[C@H]2Cc3n(nc4cc(ccc34)C(=O)NCCN(C)C)[C@H]2[C@H](c2cccc(Cl)c2F)[C@]11C(=O)Nc2cc(Cl)ccc12,C32H31Cl2FN6O2,620.186957812,5.206300000000004,2,6,82.5,6
N[C@@H](C1CC[C@@H](CC1)NS(=O)(=O)c1ccc(NS(=O)(=O)CC(F)(F)F)cc1)C(=O)N1CCCC1,C20H29F3N4O5S2,526.153146688,1.7773999999999992,3,6,138.67,8
COc1cccc(c1)-c1oc(CCC(O)=O)nc1-c1ccccc1,C19H17NO4,323.115758024,4.034400000000002,1,4,72.56,6
CC(C)(C)C(=O)Nc1ccc(cc1)S(N)(=O)=O,C11H16N2O3S,256.088163372,1.3186,2,3,89.25999999999999,2
CN1CCN2[C@H]3CCN(CCCC(=O)c4ccncc4)C[C@H]3c3cccc1c23,C23H28N4O,376.226311516,3.1724000000000006,0,5,39.68,5
CC(c1ccc(C(F)F)c(F)c1)n1nc(CF)c2c1nc([nH]c2=O)N(C)C,C17H17F4N5O,383.13692304400007,3.3411000000000017,1,5,66.81,5
OC(=O)\C=C\C(O)=O,C4H4O4,116.01095860800001,-0.28819999999999985,2,2,74.6,2
O=C(NCc1ccccc1)c1cccnc1OC1CC2CCC1C2,C20H22N2O2,322.168127944,3.5790000000000024,1,3,51.22,5
CCOC(=O)c1ccc(cc1)-n1sc2ccccc2c1=O,C16H13NO3S,299.061614276,3.228900000000002,0,5,48.3,3
ONC(=O)\C=C\c1ccc2CN(Cc3ccc(cc3)-c3ccncc3)C(=O)c2c1,C23H19N3O3,385.142641468,3.4232000000000022,2,4,82.53,5
CSc1ccccc1CN([C@H]1CCNC1)S(C)(=O)=O,C13H20N2O2S2,300.09661987999993,1.5319999999999998,1,4,49.410000000000004,5
COCc1nnc(NS(=O)(=O)[C@@H](C)[C@H](C)c2cnc(C)cn2)n1-c1c(OC)ncnc1OC,C19H26N8O5S,478.17468693200004,1.2532199999999996,1,12,156.13000000000002,10
CCCCCCOc1c2CN(C(=O)c2c(OCCCCCC)c2ccccc12)c1ccc(CC(O)=O)cc1,C32H39NO5,517.282823348,7.5455000000000085,1,4,76.07,15
CC(C)[C@H](NC(=O)CCN(C)C)c1cc(C)ccc1N1CCN(CC1)C(=O)[C@H](C)Cc1ccc(Cl)cc1,C30H43ClN4O2,526.307454296,4.940820000000005,1,4,55.89000000000001,10
OC[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n1cnc2c(NC(C3CC3)C3CC3)nc(Cl)nc12,C19H24ClN5O3,405.15676730800004,1.3552999999999993,4,8,116.32000000000001,6
ClCC(=O)N1CC2CC1CN2Cc1cccc(Cl)c1,C14H16Cl2N2O,298.06396849199996,2.3639,0,2,23.550000000000004,3
Cc1ncc2nc3COP(S)(=O)O[C@@H]4[C@@H](F)[C@@H](COP(S)(=O)OCCn3c2n1)O[C@H]4n1cnc2c1nc(N)[nH]c2=O,C19H22FN9O8P2S2,649.0492021439999,2.1100199999999996,4,16,213.48000000000002,1
COc1cc(OC2CCN(C)CC2)ccc1Nc1nccc(n1)-c1c[nH]c2cnccc12,C24H26N6O2,430.21172407200004,4.2451000000000025,2,7,88.19000000000001,6
Clc1ccc2[nH]c(=O)ccc2c1,C9H6ClNO,179.013791492,2.1814999999999998,1,1,32.86,0
CS(=N)(=O)c1ccc(Nc2ncnc(n2)-c2ccc(O[C@H]3CCN(CC3(F)F)C=O)c(c2)C#N)cc1,C23H21F2N7O3S,513.139464972,3.4341500000000025,2,9,144.95,7
CC1CCCc2sc(NC(=S)Nc3ccccc3)c(C(N)=O)c12,C17H19N3OS2,345.096954228,4.095700000000002,3,3,67.15,3
NS(=O)(=O)c1cc(C(=O)NCCO)c(cc1Br)[S+]([O-])c1ccccc1,C15H15BrN2O5S2,445.96057568000003,0.9853000000000003,3,5,132.55,6
Fc1ccccc1\C=C1/Sc2ccc(cc2NC1=O)C(=O)NCCN1CCCC1,C22H22FN3O2S,411.141676164,3.736600000000002,2,4,61.440000000000005,5
COc1ccc(Cn2c(nc3ccccc23)C2CCCN(C2)C2CCOCC2)cc1,C25H31N3O2,405.241627232,4.4516000000000036,0,5,39.519999999999996,5
C[C@@H]1NC(=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1)c1ccc(=O)n(c1)C(F)F,C21H16F4N4O,416.126024012,3.598700000000002,1,5,59.28,4
CCNc1nc(Nc2cc(nn2CC)C(C)(C)n2nccn2)ncc1C(F)(F)F,C17H22F3N9,409.19502636400006,3.262100000000002,2,9,98.37,7
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,C25H31NO,361.240564612,4.8448000000000055,1,2,23.47,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,C29H35NO2,429.26677936000004,5.406500000000006,1,3,40.54,2
Cn1ncc(NC(=O)c2csc(n2)-c2cnc3cccnc3c2)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1,C22H22FN7O2S,467.15397216400004,3.256000000000001,2,9,120.84,4
Cc1ccc(\C=C\c2cccc(c2)-c2nn(c(CC3CC3)c2Cc2ccc(c(F)c2)S(N)(=O)=O)-c2nc(cs2)C(O)=O)s1,C31H27FN4O4S3,634.117846564,6.564120000000004,2,8,128.17000000000002,10
Clc1ccccc1[C@@H]1CC[C@@H](CC1)N1CCN(CC1)c1ccccn1,C21H26ClN3,355.181525512,4.583400000000004,0,3,19.37,3
FC(F)Oc1ccccc1-n1nnnc1-c1ccccc1-c1ccccc1F,C20H13F3N4O,382.10414569600005,4.736800000000002,0,5,52.83,5
Cc1ccccc1NC(=O)Nc1cccc(c1)[N+]([O-])=O,C14H13N3O3,271.095691276,3.547220000000002,2,3,84.27000000000001,3
OC(=O)c1ccncc1Nc1nn(C2CCOCC2)c2ccc(F)cc12,C18H17FN4O3,356.128468624,3.3637000000000024,2,6,89.27,4
CSc1c(-c2ccc(C)s2)c(nn1C[C@@H]1CC[C@H](COCC(O)=O)CC1)-c1ccccc1,C25H30N2O3S2,470.1697848199999,6.216520000000005,1,6,64.35,9
OCCNC(=O)COc1nc(NCc2cccc(c2)C(F)(F)F)c2cc(ccc2n1)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,C33H27Cl2F3N4O3,654.1412307439999,7.235000000000006,3,6,96.37,11
CCCCN(CCCC)[C@H]1CCc2cccc(O)c2C1,C18H29NO,275.224914548,4.1517000000000035,1,2,23.47,7
O=C(Oc1ccc2ccccc2c1)N1CCN2CCC1CC2,C18H20N2O2,296.15247788,3.1186000000000016,0,3,32.78,1
CC(C)Oc1ccccc1\C=C(/CC([O-])=O)c1nc2ccccc2s1,C20H18NO3S-,352.10128801591003,3.7641000000000027,0,5,62.25,6
Cc1cc(C(=O)NCc2ccc(CN)cc2)c(C)n1Cc1csc(n1)-c1ccncc1,C24H25N5OS,431.17798142000004,4.0604400000000025,2,6,85.83,7
[O-][N+](=O)c1cc(ccc1NC[C@@H]1COCCO1)S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc2[nH]ccc2c1)N1CCC2(CC(C2)N2CCC[C@H]2c2ccccc2C2CC2)CC1,C46H51N7O8S,861.3519825919999,7.672900000000008,3,12,181.26000000000002,13
Cc1cc(ccn1)-c1n[nH]c2ccc(cc12)C(=O)N[C@@H]1CCCN(Cc2ccncn2)C1,C24H25N7O,427.2120584200001,3.117720000000001,2,6,99.69,5
COc1cc2CC(Oc3cccc(CN4CCN(C)CC4)c3)C(=O)c2cc1OC,C23H28N2O4,396.20490737599994,2.637600000000001,0,6,51.24000000000001,6
CNC(=O)c1nnc2ccc(cc2c1N[C@@H](C)C1CCOCC1)-c1ccc(OCCCN(C)C)nc1,C27H36N6O3,492.284889012,3.608900000000002,2,8,101.5,10
Nc1ccc2n(CC(=O)c3ccc4ccccc4c3)c(=O)sc2c1,C19H14N2O2S,334.077598688,3.681300000000002,1,5,65.09,3
COc1cc(OC)c(F)c(N2Cc3cnc(cc3C3(CC3)C2=O)-c2ccnc(NC(=O)C=C)c2)c1F,C26H22F2N4O4,492.160911624,4.141900000000002,1,6,93.65,6
CC(C)N(CCC1=C(C(C)c2ccccn2)c2ccccc2C1)C(C)C,C24H32N2,348.256549024,5.703900000000006,0,2,16.130000000000003,7
c1sc(nc1-c1cccc(c1)-c1ccccc1)-c1ccc2ccccc2c1,C25H17NS,363.108170544,7.297300000000005,0,2,12.89,3
Nc1nccc(\C=C\c2c(nc3sccn23)-c2ccccc2)n1,C17H13N5S,319.08916641600007,3.6054000000000013,1,6,69.1,3
COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@H](C)[C@@H](OC(C)C)c2ncc(C)cn2)nnc1-c1cccnc1,C26H31N7O5S,553.210738092,3.7414200000000024,1,11,143.24,11
Cn1c(=O)n(Cc2nccs2)c2ccc(cc2c1=O)S(=O)(=O)NC1(C)CC1,C17H18N4O4S2,406.076947056,1.035799999999999,1,8,103.06,5
CN1C(=O)c2ccc(OC(=O)CCc3ccc(N)nc3)cc2C1=O,C17H15N3O4,325.10625596,1.4278,1,6,102.59,4
CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C(NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(N)=O,C147H238N44O42S,3323.756098656003,-15.635500000000143,49,48,1458.6899999999994,113
O=C(CC1COCCO1)N[C@H]1CC[C@H](CCN2CCC(CC2)c2coc3ccccc23)CC1,C27H38N2O4,454.283157696,4.482800000000004,1,5,63.940000000000005,7
