SMILES,Formula,Peso Molecular,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pIC50,Molecular weight
OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C1=O,C29H40N2O4,,3.6311000000000027,3,4,84.24000000000001,12,0,480.29880776
OCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C1=O,C28H38N2O4,,3.2410000000000014,3,4,84.24000000000001,11,0,466.283157696
CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C1=O,C27H36N2O3,,3.8785000000000034,2,3,64.01,9,0,436.272593012
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CCC2)C(=O)N(CC2CCC2)[C@@H]1Cc1ccccc1,C29H38N2O3,,4.268600000000004,2,3,64.01,8,0,462.288243076
OCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCO)C1=O,C29H42N2O5,,2.993600000000002,4,5,104.47,14,0,498.30937244399996
CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCC)C1=O,C27H38N2O3,,4.268600000000004,2,3,64.01,10,0,438.288243076
CC(C)=CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC=C(C)C)C1=O,C29H38N2O3,,4.600800000000005,2,3,64.01,8,0,462.288243076
CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC=C(C)C)C1=O,C28H38N2O3,,4.434700000000004,2,3,64.01,9,0,450.288243076
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C(=O)N(CC2CC2)[C@@H]1Cc1ccccc1,C27H34N2O3,,3.488400000000002,2,3,64.01,8,0,434.256942948
OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCO)C1=O,C31H46N2O5,,3.7738000000000036,4,5,104.47,16,0,526.340672572
CC(C)=CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C1=O,C28H36N2O3,,4.0446000000000035,2,3,64.01,8,0,448.272593012
OC(Br)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC(O)Br)C1=O,C31H44Br2N2O5,,5.215800000000006,4,5,104.47,16,0,682.1616967080001
CS(=O)(=O)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCO)C1=O,C30H44N2O6S,,3.045900000000001,3,6,118.38,15,0,560.2920081279999
OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCO)C1=O,C30H44N2O5,,3.3837000000000024,4,5,104.47,15,0,512.325022508
CC(C)=CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC=C)C1=O,C27H34N2O3,,3.8206000000000033,2,3,64.01,8,0,434.256942948
CC(O)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(C)O)C1=O,C31H46N2O5,,3.770600000000003,4,5,104.47,14,0,526.340672572
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CCCC2)C(=O)N(CC=C)[C@@H]1Cc1ccccc1,C28H36N2O3,,4.0446000000000035,2,3,64.01,8,0,448.272593012
CS(=O)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCO)C1=O,C30H44N2O5S,,3.3798000000000026,3,5,101.31,15,0,544.297093508
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C(=O)N(CC=C)[C@@H]1Cc1ccccc1,C26H32N2O3,,3.264400000000002,2,3,64.01,8,0,420.241292884
OCC(O)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(O)CO)C1=O,C31H46N2O7,,1.7153999999999994,6,7,144.93,16,0,558.330501812
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CCCC2)C(=O)N(CC2CCCC2)[C@@H]1Cc1ccccc1,C31H42N2O3,,5.048800000000005,2,3,64.01,8,0,490.319543204
CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC=C)C1=O,C26H34N2O3,,3.6545000000000023,2,3,64.01,9,0,422.256942948
CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC)C1=O,C29H42N2O3,,5.048800000000005,2,3,64.01,12,0,466.319543204
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CCCC2)C(=O)N(CC2CC2)[C@@H]1Cc1ccccc1,C29H38N2O3,,4.268600000000004,2,3,64.01,8,0,462.288243076
COC(=O)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC(O)=O)C1=O,C32H44N2O7,,4.046800000000003,3,6,127.60999999999999,16,0,568.3148517479999
CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CCCC2)C1=O,C29H40N2O3,,4.658700000000005,2,3,64.01,9,0,464.30389314
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC=C)C(=O)N(CC=C)[C@@H]1Cc1ccccc1,C25H30N2O3,,3.0404000000000018,2,3,64.01,8,0,406.22564282
CCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC)C1=O,C31H46N2O3,,5.829000000000007,2,3,64.01,14,0,494.350843332
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2)C(=O)N(C\C=C\c2ccccc2)[C@@H]1Cc1ccccc1,C32H36N2O3,,4.791800000000005,2,3,64.01,9,0,496.272593012
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C\C=C\c2ccccc2)C(=O)N(C\C=C\c2ccccc2)[C@@H]1Cc1ccccc1,C37H38N2O3,,6.095200000000006,2,3,64.01,10,0,558.2882430760001
CNC(=O)OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCO)C1=O,C33H49N3O6,,4.137500000000004,4,6,122.57,17,0,583.362136288
CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,C28H39N3O7S,,2.7653999999999996,3,8,140.42000000000002,12,0,561.2508715879999
CNC(=O)n1cc(C=CCN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(CC=Cc3cnn(c3)C(=O)NC)C2=O)cn1,C35H40N8O5,,2.8632,4,9,157.84999999999997,10,0,652.31216638
CC(C)CCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCC(C)C)C1=O,C31H46N2O3,,5.540800000000006,2,3,64.01,12,0,494.350843332
COCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCO)C1=O,C30H44N2O5,,3.6477000000000035,3,5,93.47,15,0,512.325022508
CCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCC)C1=O,C25H34N2O3,,3.488400000000002,2,3,64.01,8,0,410.256942948
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)OCc2cccnc2)C(=O)N(CCCCCNC(=O)OCc2cccnc2)[C@@H]1Cc1ccccc1,C43H54N6O7,,5.651800000000006,4,9,166.45,20,0,766.4053980680001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC=C)C(=O)N(CCCCC=C)[C@@H]1Cc1ccccc1,C31H42N2O3,,5.381000000000006,2,3,64.01,14,0,490.319543204
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)Oc2ccc(cc2)[N+]([O-])=O)C(=O)N(CCCCCNC(=O)OCc2ccncc2)[C@@H]1Cc1ccccc1,C43H52N6O9,,6.027200000000006,4,10,196.7,20,0,796.379577244
CC(C)CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCC(C)C)C1=O,C29H42N2O3,,4.760600000000005,2,3,64.01,10,0,466.319543204
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC2CO2)C(=O)N(CCCCC2CO2)[C@@H]1Cc1ccccc1,C31H42N2O5,,3.806600000000002,2,5,89.07000000000001,14,0,522.309372444
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2cccc(c2)C(F)(F)F)C(=O)N(CCCCCNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]1Cc1ccccc1,C45H50F6N4O5,,7.906600000000009,4,5,122.21000000000001,18,0,840.3685400200001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)Nc2ccccc2)C(=O)N(CCCCCNC(=O)Nc2ccccc2)[C@@H]1Cc1ccccc1,C43H54N6O5,,6.652400000000006,6,5,146.27,18,0,734.4155688280001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2cccc(F)c2)C(=O)N(CCCCCNC(=O)c2cccc(F)c2)[C@@H]1Cc1ccccc1,C43H50F2N4O5,,6.147200000000007,4,5,122.21000000000001,18,0,740.37492714
CC(CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(C)N=O)C1=O)N=O,C31H44N4O5,,5.318800000000006,2,7,122.87,16,0,552.331170508
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2ccncc2)C(=O)N(CCCCCNC(=O)c2ccncc2)[C@@H]1Cc1ccccc1,C41H50N6O5,,4.6590000000000025,4,7,147.99,18,0,706.3842687
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2ccc(F)cc2)C(=O)N(CCCCCNC(=O)c2ccc(F)cc2)[C@@H]1Cc1ccccc1,C43H50F2N4O5,,6.147200000000007,4,5,122.21000000000001,18,0,740.37492714
OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCCl)C1=O,C31H45ClN2O4,,5.020300000000005,3,4,84.24000000000001,16,0,544.3067856
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2cc(F)cc(F)c2)C(=O)N(CCCCCNC(=O)c2cc(F)cc(F)c2)[C@@H]1Cc1ccccc1,C43H48F4N4O5,,6.425400000000007,4,5,122.21000000000001,18,0,776.356083516
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC(Br)Br)C(=O)N(CCCCCC(Br)Br)[C@@H]1Cc1ccccc1,C31H42Br4N2O3,,8.021000000000008,2,3,64.01,16,0,805.9928916040001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C\C=C\c2ccccc2O)C(=O)N(C\C=C\c2ccccc2O)[C@@H]1Cc1ccccc1,C37H38N2O5,,5.506400000000006,4,5,104.47,10,0,590.278072316
CSCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCO)C1=O,C30H44N2O4S,,4.3643000000000045,3,5,84.24000000000001,15,0,528.302178888
COC(=O)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC(=O)OC)C1=O,C33H46N2O7,,4.135200000000004,2,7,116.61000000000001,16,0,582.330501812
CC(C)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(C)C)C1=O,C33H50N2O3,,6.321000000000008,2,3,64.01,14,0,522.3821434600001
CNS(=O)(=O)OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCO)C1=O,C32H49N3O7S,,3.262300000000001,4,7,139.64000000000001,19,0,619.329121908
CC(=O)OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCO)C1=O,C33H48N2O6,,4.344600000000005,3,6,110.53999999999999,17,0,568.351237256
OCC1CC1CN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CC2CO)C1=O,C29H38N2O5,,1.9251999999999998,4,5,104.47,10,0,494.27807231599996
OCCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCCO)C1=O,C33H50N2O5,,4.554000000000006,4,5,104.47,18,0,554.3719727
CNC(=O)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC(=O)NC)C1=O,C33H48N4O5,,3.2812,4,5,122.21000000000001,16,0,580.362470636
CC(C)(C)CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCC(C)(C)C)C1=O,C31H46N2O3,,5.540800000000006,2,3,64.01,8,0,494.350843332
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC2CCCCC2)C(=O)N(CC2CCCCC2)[C@@H]1Cc1ccccc1,C33H46N2O3,,5.829000000000007,2,3,64.01,8,0,518.3508433320001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCc2ccccc2)C(=O)N(CCCc2ccccc2)[C@@H]1Cc1ccccc1,C37H42N2O3,,5.934000000000006,2,3,64.01,12,0,562.3195432040001
COCCOCn1cc(\C=C\CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(C\C=C\c3cnn(COCCOC)c3)C2=O)cn1,C39H50N6O7,,3.7292000000000014,2,11,136.57,20,0,714.3740979400001
OCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCO)C1=O,C27H38N2O5,,2.2134000000000005,4,5,104.47,12,0,470.27807231599996
CNC(=O)OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCOC(=O)NC)C1=O,C35H52N4O7,,4.501200000000003,4,7,140.67,18,0,640.383600004
CC(C)(O)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(C)(C)O)C1=O,C33H50N2O5,,4.550800000000006,4,5,104.47,14,0,554.3719727
C\C(=C/CN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(C\C=C(/C)C(O)=O)C1=O)C(O)=O,C29H34N2O7,,2.7302,4,5,138.61,10,0,522.236601428
CC(C)CN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC(C)C)C1=O,C27H38N2O3,,3.980400000000003,2,3,64.01,8,0,438.288243076
OCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCO)C1=O,C25H34N2O5,,1.4331999999999996,4,5,104.47,10,0,442.24677218799997
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2ccccc2)C(=O)N(CCCCCNC(=O)c2ccccc2)[C@@H]1Cc1ccccc1,C43H52N4O5,,5.869000000000006,4,5,122.21000000000001,18,0,704.3937707639999
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCOC=C)C(=O)N(CCOC=C)[C@@H]1Cc1ccccc1,C27H34N2O5,,2.9886000000000017,2,5,82.47,12,0,466.24677218799997
CC(=O)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(C)=O)C1=O,C31H42N2O5,,4.187000000000004,2,5,98.15,14,0,522.309372444
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC#N)C(=O)N(CCCCC#N)[C@@H]1Cc1ccccc1,C29H36N4O3,,4.056160000000004,2,5,111.59,12,0,488.278741012
CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCc2ccccc2)C1=O,C31H38N2O3,,4.711200000000005,2,3,64.01,10,0,486.288243076
COCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCOC)C1=O,C31H46N2O5,,4.3018000000000045,2,5,82.47,16,0,526.340672572
CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC)C1=O,C23H30N2O3,,2.7082000000000015,2,3,64.01,6,0,382.22564282
CC(C)CCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC(C)C)C1=O,C35H54N2O3,,7.101200000000011,2,3,64.01,16,0,550.413443588
CNC(=O)OCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCOC(=O)NC)C1=O,C33H48N4O7,,3.721000000000002,4,7,140.67,16,0,612.352299876
CNC(=S)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=S)NC)C1=O,C33H50N6O3S2,,3.1967999999999996,6,5,112.13,16,0,642.33858146
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC=C)C(=O)N(CCCN2C(=O)c3ccccc3C2=O)[C@@H]1Cc1ccccc1,C33H35N3O5,,3.540700000000003,2,5,101.38999999999999,10,0,553.2576712199999
CC(C)(CO)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCC(C)(C)CO)C1=O,C35H54N2O5,,5.0460000000000065,4,5,104.47,16,0,582.403272828
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCC(N=O)c2ccc(F)cc2)C(=O)N(CCCC(N=O)c2ccc(F)cc2)[C@@H]1Cc1ccccc1,C39H42F2N4O5,,7.522400000000009,2,7,122.86999999999998,16,0,684.3123268840001
CNC(=O)OCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCOC(C)=O)C1=O,C35H51N3O7,,4.708300000000004,3,7,128.64,18,0,625.372700972
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)CN2CCOCC2)C(=O)N(CCCCCNC(=O)CN2CCOCC2)[C@@H]1Cc1ccccc1,C41H62N6O7,,1.9058000000000084,4,9,147.15,20,0,750.4679983240001
CS(=O)(=O)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNS(C)(=O)=O)C1=O,C31H48N4O7S2,,2.1074,4,7,156.35,18,0,652.2964418760001
CNCC(=O)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)CNC)C1=O,C35H54N6O5,,1.680200000000004,6,7,146.27,20,0,638.415568828
Cc1ccc(cc1)S(=O)(=O)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNS(=O)(=O)c2ccc(C)cc2)C1=O,C43H56N4O7S2,,5.582840000000005,4,7,156.35,20,0,804.359042132
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2ccccc2F)C(=O)N(CCCCCNC(=O)c2ccccc2F)[C@@H]1Cc1ccccc1,C43H50F2N4O5,,6.147200000000007,4,5,122.21000000000001,18,0,740.37492714
CCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCC)C1=O,C33H50N2O3,,6.609200000000008,2,3,64.01,16,0,522.3821434600001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=S)Nc2ccccc2)C(=O)N(CCCCCNC(=S)Nc2ccccc2)[C@@H]1Cc1ccccc1,C43H54N6O3S2,,6.982200000000007,6,5,112.13000000000001,18,0,766.3698815880001
CNC(=O)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)NC)C1=O,C33H50N6O5,,2.866999999999999,6,5,146.27,16,0,610.3842687
CSc1nnc(NCC=CCN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(CC=CCNc3nnc(SC)[nH]3)C2=O)[nH]1,C33H42N10O3S2,,3.6850000000000014,6,11,171.20999999999998,16,0,690.288277204
COC(=O)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)OC)C1=O,C33H48N4O7,,3.721000000000002,4,7,140.67000000000002,16,0,612.352299876
CC(=O)NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(C)=O)C1=O,C33H48N4O5,,3.2811999999999992,4,5,122.21000000000001,16,0,580.362470636
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C[C@@H]2CC2(c2ccccc2)c2ccccc2)C(=O)N(C[C@@H]2CC2(c2ccccc2)c2ccccc2)[C@@H]1Cc1ccccc1,C51H50N2O3,,8.680800000000007,2,3,64.01,12,0,738.3821434600001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C[C@@H]2C[C@H]2c2ccccc2)C(=O)N(C[C@H]2C[C@@H]2c2ccccc2)[C@@H]1Cc1ccccc1,C39H42N2O3,,6.2758000000000065,2,3,64.01,10,0,586.3195432040001
OCCCCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCCCCO)C1=O,C35H54N2O5,,5.334200000000006,4,5,104.47,20,0,582.403272828
COCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCOC)C1=O,C25H34N2O5,,1.9612,2,5,82.47,10,0,442.24677218799997
CN(C)CCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCN(C)C)C1=O,C31H48N4O3,,3.352000000000001,2,5,70.49000000000001,14,0,524.3726413960001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCC23CC4CC(CC(C4)C2)C3)C(=O)N(CCC23CC4CC(CC(C4)C2)C3)[C@@H]1Cc1ccccc1,C43H58N2O3,,7.88140000000001,2,3,64.01,10,0,650.4447437160001
O[C@@H](CCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCC[C@@H](O)c2ccc(F)cc2)C1=O)c1ccc(F)cc1,C39H44F2N2O5,,5.974200000000008,4,5,104.47,14,0,658.321828948
CCOCCN1[C@@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@H](Cc2ccccc2)N(CCOCC)C1=O,C27H38N2O5,,2.7414000000000005,2,5,82.47,12,0,470.27807231599996
OC(CN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC(O)Cc2ccccc2)C1=O)Cc1ccccc1,C37H42N2O5,,3.875600000000002,4,5,104.47,12,0,594.309372444
NCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCN)C1=O,C29H44N4O3,,2.9263999999999992,4,5,116.04999999999998,14,0,496.341341268
NCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCN)C1=O,C27H40N4O3,,2.1461999999999994,4,5,116.04999999999998,12,0,468.31004114
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCNC(=O)c2cnccn2)C(=O)N(CCCCCNC(=O)c2cnccn2)[C@@H]1Cc1ccccc1,C39H48N8O5,,3.4490000000000025,4,9,173.76999999999998,18,0,708.374766636
NC(CCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCC(N)c2ccc(F)cc2)C1=O)c1ccc(F)cc1,C39H46F2N4O3,,5.907000000000005,4,5,116.04999999999998,14,0,656.3537977720001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCn2cccn2)C(=O)N(CCCCCn2cccn2)[C@@H]1Cc1ccccc1,C35H46N6O3,,4.802400000000005,2,7,99.64999999999999,16,0,598.3631393320001
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CC#Cc2ccccc2)C(=O)N(CC#Cc2ccccc2)[C@@H]1Cc1ccccc1,C37H34N2O3,,4.771800000000004,2,3,64.01,6,0,554.2569429480001
[NH3+]CCCCCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCCCCC[NH3+])C1=O,C31H50N4O3+2,,2.273000000000001,4,3,119.28999999999999,16,0,526.38719430018
Cc1cc(C)cc(NC\C=C\CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(C\C=C\CNc3cc(C)cc(C)c3)C2=O)c1,C43H52N4O3,,7.23868000000001,4,5,88.07,14,0,672.403941524
OCCOCCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCOCCO)C1=O,C27H38N2O7,,0.6861999999999997,4,7,122.93,14,0,502.2679015559999
CN(C)CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CCN(C)C)C1=O,C27H40N4O3,,1.791599999999999,2,5,70.49000000000001,10,0,468.31004114
CC(O)CC1C(CCN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(CCC3C(CC(C)O)C3(C)C)C2=O)C1(C)C,C39H58N2O5,,5.534800000000007,4,5,104.47,14,0,634.4345729560001
C[NH+](C)CCN1[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N(CC[NH+](C)C)C1=O,C27H42N4O3+2,,-1.042599999999992,4,3,72.89,10,0,470.32459404418
O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(CCCC(=O)c2ccc(F)cc2)C(=O)N(CCCC(=O)c2ccc(F)cc2)[C@@H]1Cc1ccccc1,C39H40F2N2O5,,6.272800000000006,2,5,98.15,14,0,654.29052882
CC1=NOC(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc3ccccc3)N(CC3CC(C)=NO3)C2=O)C1,C29H36N4O5,,2.998000000000001,2,7,107.19,8,0,520.268570252
