SMILES,Peso Molecular,LogP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,Random80
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)c1ncc(NC(=O)C=C)n1C)-c1cccnc1[C@H](C)OC,929.479959976,6.106400000000005,4,13,202.25000000000003,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,889.473811976,5.579000000000006,3,11,175.64,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CN(C1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,946.5316612,5.510800000000007,3,12,178.88000000000002,12,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1=[S]C=C(NC(=O)\C=C\CN(C)C)N1)-c1cccnc1[C@H](C)OC,990.491156136,5.433800000000006,5,13,199.7,13,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)c1nc(NC(=O)C=C)cs1)-c1cccnc1[C@H](C)OC,932.42548188,6.829400000000007,4,13,197.32,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,917.505112104,6.359200000000007,3,11,175.64,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(CC1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,974.562961328,6.291000000000008,3,12,178.88000000000002,12,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,918.500361072,5.858200000000006,3,11,178.88000000000002,9,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(CC1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,975.558210296,5.790000000000007,3,12,182.12000000000003,11,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCCN(CC1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,989.5738603599998,6.180100000000008,3,12,182.12000000000003,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCCN(CC1)C(=O)C=C)-c1cccnc1[C@H](C)OC,932.516011136,6.248300000000007,3,11,178.88000000000002,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCOC)-c1cccnc1[C@H](C)OC,945.500026724,5.432900000000006,3,12,184.87,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CCN(CC2)C(=O)\C=C\CN(C)C)C1=O)-c1cccnc1[C@H](C)OC,986.562961328,6.435100000000008,3,12,178.87999999999997,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@]2(CCN(C2)C(=O)\C=C\CN(C)C)C1=O)-c1cccnc1[C@H](C)OC,972.547311264,6.045000000000008,3,12,178.87999999999997,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CC[C@@]2(CCN(C2)C(=O)\C=C\CN(C)C)C1=O)-c1cccnc1[C@H](C)OC,972.547311264,6.045000000000008,3,12,178.87999999999997,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CN(C2)C(=O)\C=C\CN(C)C)C1=O)-c1cccnc1[C@H](C)OC,958.5316612,5.654900000000008,3,12,178.87999999999997,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]3CCN(C3)C(=O)C=C)[C@@H](OC)c3cccc(c3)-c3ccc1c2c3)-c1cncnc1,860.45849626,5.096100000000009,2,11,168.29999999999995,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]3CCN(C3)C(=O)C=C)[C@H](O)c3cccc(c3)-c3ccc1c2c3)-c1cncnc1,846.442846196,4.442000000000007,3,11,179.29999999999995,8,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]3CCN(C3)C(=O)C=C)[C@H](OC)c3cccc(c3)-c3ccc1c2c3)-c1cncnc1,860.45849626,5.096100000000009,2,11,168.29999999999995,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@@H](OC)C1CC1,929.505112104,6.359200000000007,3,11,175.64,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cncc2CC[C@H](OC)c12,915.48946204,5.895400000000007,3,11,175.64,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3ncc(-c4ccc1c2c4)n3C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,891.50069542,4.997000000000007,2,12,173.23,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(sn3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,894.4462173240001,5.720000000000006,2,12,168.29999999999998,10,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3ncc(o3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,878.469060944,5.251500000000005,2,12,181.44000000000003,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,894.446217324,5.720000000000007,2,12,168.29999999999998,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)\C=C\C)-c1cccnc1[C@H](C)OC,953.472097724,6.119900000000007,3,12,192.71,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@@H]1CCCO1,915.48946204,6.113200000000006,3,11,175.64,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCC(C1)C(=O)\C=C\CN(C)C)-c1cccnc1[C@H](C)OC,950.50881758,6.788700000000008,2,13,168.29999999999998,13,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)C=C)-c1cccnc1[C@H](C)OC,930.413202944,5.480700000000007,2,13,185.37,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCC(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,886.4992984520001,7.400400000000007,2,10,152.17,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(ns3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cncnc1,838.394850448,3.802600000000004,2,13,184.85,8,1
CCn1c(c2CC(C)(C)C\C=C\[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(ns3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cncnc1[C@H](C)OC,878.462536084,5.913100000000005,2,12,167.78,10,1
CCn1c(c2CC(C)(C)CN(C)C[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(ns3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,894.493836212,5.503600000000008,2,12,158.12999999999997,10,0
CCn1c(c2CC(C)(C)CCC[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,878.4876882120001,7.347100000000008,2,10,141.99999999999997,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(ns3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC)-c1cccnc1[C@H](C)OC,907.441466292,4.9523000000000055,2,13,181.19000000000003,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,970.568046708,6.421100000000008,2,11,158.65,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,977.519716612,5.877600000000008,2,13,171.54,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N(C)C)-c1cccnc1[C@H](C)OC,986.562961328,6.126700000000008,3,12,178.88000000000002,10,1
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1C(C)=O)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC,920.42548188,5.197500000000004,2,13,185.37,8,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,901.473811976,5.723100000000006,3,11,175.63999999999996,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CCN(C2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,915.48946204,6.113200000000006,3,11,175.63999999999996,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CCN(CC2)C(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,929.505112104,6.503300000000007,3,11,175.63999999999996,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CN(C2)S(=O)(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,937.440797596,5.483800000000006,3,12,192.70999999999995,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CCN(C2)S(=O)(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,951.45644766,5.873900000000006,3,12,192.70999999999995,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CCN(CC2)S(=O)(=O)C=C)C1=O)-c1cccnc1[C@H](C)OC,965.472097724,6.264000000000007,3,12,192.70999999999995,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnn2CCC[C@H](OC)c12,918.500361072,5.5445000000000055,3,12,180.57,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1ncn(C)c1[C@H](C)OC,906.500361072,5.307600000000006,3,12,180.57,10,1
CCn1c(-c2cnc(s2)N(C)C)c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,894.4462173239999,5.389200000000004,3,12,169.65,9,1
CCn1c(-c2csc(n2)N(C)C)c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,894.4462173239999,5.389200000000004,3,12,169.65,9,1
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1C#N)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC,896.45849626,5.410080000000004,2,11,179.2,8,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)C=C(C)C)-c1cccnc1[C@H](C)OC,967.487747788,6.510000000000007,3,12,192.71,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)C(\C)=C\C)-c1cccnc1[C@H](C)OC,967.487747788,6.510000000000007,3,12,192.71,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)C=C(C)C)-c1cccnc1[C@H](C)OC,951.492833168,6.804400000000006,2,11,172.48,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)S(=O)(=O)C(\C)=C\C)-c1cccnc1[C@H](C)OC,951.492833168,6.804400000000006,2,11,172.48,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C1CCCC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC)-c1cccnc1[C@H](C)OC,932.461867388,6.091500000000007,2,12,168.29999999999998,9,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C1CCCC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC)-c1cccnc1[C@H](C)OC,925.510197484,6.635000000000006,2,10,155.41,9,1
CO[C@@H](C)c1ncccc1-c1nc2ccc-3cn2c1CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@H](Cc1cccc-3c1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N(C)C,943.531995548,5.094200000000007,2,12,171.02,9,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)C(C[C@@H]3CN(CCO3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,896.516011136,4.649300000000007,2,12,167.88000000000002,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CC(Br)CN(N3)C(=O)C(C[C@@H]3CN(CCO3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,974.426523204,5.022700000000008,2,12,167.88000000000002,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(-c4ccc1c2c4)n(C)n3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,892.4959443880001,4.392000000000007,2,13,186.12000000000003,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)C(COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C)-c1cccnc1[C@H](C)OC,929.541497612,6.589200000000007,2,11,147.56999999999996,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#C[C@]1(C)CCCN1C)-c1cccnc1[C@H](C)OC,982.568046708,6.565200000000008,2,11,158.65,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)C(C[C@@H]3CN(CCO3)c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1COC,882.500361072,4.088300000000007,2,12,167.88000000000002,10,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1[C@H]2CN(C[C@@H]12)C(=O)C=C)-c1cccnc1[C@H](C)OC,915.48946204,5.825000000000006,3,11,175.64,10,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C1CC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,885.4788973560001,6.017500000000006,2,10,155.41,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C1CCC1)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,899.49454742,6.407600000000007,2,10,155.41,10,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CCN(CC2)C(=O)C#CC(C)(C)N(C)C)C1=O)-c1cccnc1[C@H](C)OC,1003.535366676,6.411800000000008,2,13,171.54,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CN(C2)C(=O)C#CC(C)(C)N(C)C)C1=O)-c1cccnc1[C@H](C)OC,975.504066548,5.631600000000008,2,13,171.54,9,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N1CCC2(CN(C2)C(=O)C#CC(C)(C)N(C)C)C1=O)-c1cccnc1[C@H](C)OC,968.552396644,6.175100000000008,2,11,158.64999999999995,9,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCC(F)(F)C1)-c1cccnc1[C@H](C)OC,1032.564853148,7.200500000000008,2,11,158.65,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CC(C)(C)N1CCCC1)-c1cccnc1[C@H](C)OC,996.583696772,6.955300000000008,2,11,158.65,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3F)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,905.485125608,6.402600000000007,2,10,155.41,10,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(cnc1[C@H](C)OC)N1CCN(C)CC1,985.57894574,6.015300000000009,2,12,161.89,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnn(C)c1CN(C)C,889.521430864,4.956200000000007,2,11,154.35000000000002,10,0
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,894.4462173240001,5.720000000000007,2,12,168.29999999999998,10,0
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,941.466281984,6.805900000000007,2,10,155.41,10,0
CO[C@@H](C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)F)c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,923.475703796,6.508700000000006,2,10,155.41,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(c3)-c3ccc1c2c3)C(F)F)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,937.49135386,7.201100000000007,2,10,155.41,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(F)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1[C@H](C)OC,905.485125608,6.402600000000007,2,10,155.41,10,1
COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C#CC(C)(C)N(C)C)C(C)C,990.46490208,6.588100000000007,2,13,160.46,11,0
COC(C)c1ncccc1-c1c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc(n1CC(F)(F)F)c2c3)NC(=O)[C@@H](COC1CN(C1)C(=O)C=C)C(C)C,900.439732888,6.974000000000007,2,10,144.32999999999998,11,1
CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(cc(c3)-c3ccc1c2c3)C(F)F)NC(=O)[C@@H](COC1CN(C1)C(=O)C=C)C(C)C)-c1cccnc1C(C)OC,896.4648047640002,7.369200000000008,2,10,144.32999999999996,12,0
